etiqueta	texto
alegria	Buen docente, pendiente de las clases y siempre dispuesto a explicar
alegria	Gran docente
alegria	como sugerencia debería establecer y promover horarios para consultas
alegria	El mejor profe del mundo
alegria	el mejor meteorólogo del mundo
alegria	muy bien
alegria	excelente profesora, dispuesta a enseñarnos todo, muy paciente y muy simpática, debería seguir potenciando este hermoso taller!
alegria	Siga así profe.
alegria	Profesor metódico y responsable con la programación de las actividades.
alegria	excelente profesora, se demuestra interes de parte de la profesora para que los alumnos aprendan
alegria	buen profesor y muy exigente
alegria	Muy bien
alegria	Un poco desordenado, pero excelente profesional.
alegria	Sin comentarios negativos, muy buen profesor
alegria	Un ejemplo a seguir, gran docente excelente dominio de su clase, amabilidad, tolerancia, disposición y respeto.
alegria	Buena profesora
alegria	Buen docente
alegria	es un gran profesor, que inspira al estudio de la asignatura
alegria	sus clases son dinamicas, entretenidas y facil de comprender
alegria	Muy clara al momento de enseñar.
alegria	El profesor es muy bacan, es seco para bailar. me encantaban sus clases.
alegria	sus clases me gustaron bastante
alegria	buena profesora
alegria	Agradecer su paciencia, cuando no se entendía algún contenido y por su pronta respuesta
alegria	muy buen profesor.
alegria	Muy buena profesora
alegria	Dispuesto a enseñar siempre, explicar nuevamente.
alegria	Muy buen profesor, muy motivado
alegria	Muy buen profesor, dedicado y responsable, con notas, evaluaciones, etc. Clases didácticas y da la opción de aclarar todas las dudas.
alegria	Muy buena maestra, se toma el tiempo para explicar de muy buena manera.
alegria	Profesor muy responsable y hace las clases muy gratas
alegria	Buen taller, nada que decir
alegria	Buen profesor
alegria	Super buena profesora
alegria	NADA QUE DECIR, EXCELENTE PROFESIONAL.
alegria	Dedicado, atento.
alegria	buena asignatura
alegria	gran profesor
alegria	Dio buenas clases
alegria	Excelente profesora con buena disposición
alegria	Muy buena profesora, explica la materia como corresponde en el tiempo correspondiente.
alegria	clases muy didacticas
alegria	buen profe
alegria	Excelente docente siempre dispuesta a ayudar y resolver dudas.
alegria	La profesora Pamela es muy amistosa, entrega la confianza necesaria para expresar opiniones y sentimientos en las actividades que realizamos, es muy creativa y dinámica.
alegria	Buen profesor
alegria	muy buena proefesora
alegria	Buen profesor
alegria	Excelente profesor
alegria	buen profesor
alegria	Explica super bien los contenidos, didáctico, carismático...seco el profe
alegria	Buena profesora nos hizo salir y trabajar con gente externa a la universidad, eso se agradece y motiva cada vez más
alegria	excelente profesora
alegria	Buen profesor
alegria	buen ambiente dentro de la clase, es agradable asistir a ellas.
alegria	LA MEJOR PROFESORA DE LA ESCUELA
alegria	Buen profesor, con muy buena disposición.
alegria	EXPLICA BIEN, TIENE PACIENCIA Y BUENA DISPOSICION
alegria	se agradece el gran manejo del taller
alegria	Buen profesor.
alegria	Muy grata experiencia haber realizado una feria de la salud (aún tengo muy claro lo que me correspondió exponer ese día)
alegria	Es nuevo asi que no tengo mucho que decir
alegria	excelente profesor
alegria	Excelente profesor en su área especifica, tiende a explicar de forma sencilla.
alegria	explica detalladamente lo que se realizará en el laboratorio para lograr un entendimiento y desarrollo completo
alegria	Muy buena profesora, y lo que enseña se entiende con mucha claridad
alegria	Todo bien
alegria	Excelente profesora.
alegria	Excelente docente
alegria	bastante didácticas las clases, se nota que maneja muy bien los temas a tratar.
alegria	Buen manejo de su área
alegria	Optima docente que ayuda a enriquecer la entrega de conocimientos gracias a su experiencia
alegria	Excelente profesor, muy agradable y buen expositor, con vocación para enseñar, ayudar y apoyar al estudiante, muy responsable y sincero cuando se le presenta un problema, error o dificultad.
alegria	Muy buen profesor
alegria	muy buen docente y profesional
alegria	buen profesor pero deberian aumentar las horas
alegria	profesora con un amplio dominio de la asignatura Economia , explicando claramente cada detalle
alegria	su ramo es muy util y explica de buena manera, tiene buena disposición
alegria	Profesor dedicado a la materia que enseña
alegria	Muy buena docente
alegria	Excelente profesor
alegria	el curso es un gran aporte
alegria	Excelente desempeño
alegria	excelente profesional
alegria	la importancia de que nosotros sus alumnos aprendamos o mejorar nuestras notas es nula, no le importa si nos va bien o mal, cero motivación, además siempre estuvo dependiendo del  profesor de la otra sección al momento de evaluar o tomar alguna decisión
alegria	Buen manejo de contenidos, clases claras y didácticas.
alegria	Buen profesor. Profesional y muy empático con los estudiantes.
alegria	Muy dedicada a la preparacion de las clases, muy comprometida con los alumnos
alegria	docente cercana a sus estudiantes
alegria	Muy buen profesor
alegria	Comprometido con su asignatura y muy riguroso con disciplina y puntualidad.
alegria	excelente profesor
alegria	Muy buen profesor, nada que decir
alegria	Excelente taller, ayuda mucho, excelente metodologia de clases
alegria	Es muy cercano con sus alumnos y muy buen profesor.
alegria	Excelente docente explica los contenidos de una forma práctica que ayuda al aprendizaje eficaz de la materia.
alegria	Profesor destacado y comprometido con el aprendizaje de sus alumnos, nada que decir
alegria	Profesor que crea un ambiente de confianza y libertad entre alumnos.
alegria	Me gusta que realizara diferentes formas de evaluaciones
alegria	es buena tela el weñe!
alegria	Se nota planificación de cada clase y mucha responsabilidad a la hora de entregar notas y trabajos. Un ejemplo de docente.
alegria	Profesor buena onda, de preocupa por el aprendizaje
alegria	Buen profesional.
alegria	buen profesor
alegria	muy buen profesor
alegria	Se explica muy bien en clases.
alegria	Excelente profesora
alegria	Buen profesor
alegria	Buenas clases
alegria	Docente excelente, con grandes conocimientos y ademas vocacion por enseñar
alegria	me encanto el taller, deberian crear mas secciones por semestre
alegria	me entretuve y aprendí mucho del ramo
alegria	todo ok
alegria	Muy utiles sus clases
alegria	Clases muy llamativas y agradables. Excelente manejo del contenido
alegria	Excelente profesor
alegria	Excelente docente
alegria	excelente profesor y mejor persona.
alegria	Las clases son muy buenas y motivan al alumno a poner atencion
alegria	El profesor desde un principio de la asignatura intentó que el curso fuera lo más ameno posible, intengrando tanto teoría como ejercicios prácticos que hicieron de la asignatura una instancia agradable.
alegria	muy buen profesor.
alegria	divertida espontanea y demuestra felicidad
alegria	El tiempo para aplicar las evaluaciones era poco, en relación con el requerido para el desarrollo de este
alegria	Profesor que esta siempre dispuesto a ayudar a los alumnos.
alegria	buen profesor
alegria	Es un muy buen profesor y didáctico a la hora de enseñar, además crea un clima de confianza y respeto en la sala de clases.
alegria	Retroalimentación de certámenes
alegria	Excelente profesora
alegria	Alto conocimiento y dedicado a enseñar
alegria	Excelente profesor, se espera mucho de él.
alegria	muy buena profesora , buena disposicion
alegria	Buen profesional
alegria	Buenas clases
alegria	las clases eran bastante entretenidas, por tanto teníamos mas motivación para seguir asistiendo
alegria	muy buena profesora
alegria	Buen profe
alegria	Excelente profesor
alegria	buen profesor
alegria	Muy clara y precisa al momento de enseñar
alegria	Excelente docente
alegria	es buena profesora adapta a la enfermería a la actualidad
alegria	innovador, empatico
alegria	Buena profesora
alegria	El profesor siempre tuvo interés para guiarnos.
alegria	Buena docente que maneja muy bien sus contenidos
alegria	Excelentes clases, buen clima en el aula y disponibilidad del profesor ante consultas.
alegria	Mucha Disponibilidad para ayudar a los alumnos y muy profesional en su area
alegria	Buena enseñanza
alegria	Atenta, cariñosa y exigente. Le amo<3
alegria	Muchas gracias
alegria	Muy buen profesor
alegria	Buenas clases
alegria	Profesor didáctico , con grandes conocimientos , sabe transmitirlos , y empático con sus alumnos ,  ami no me gusta economía , pero su manera de enseñar hace mas digerible el aprendizaje.
alegria	Buen profesor
alegria	Gracias por las clases
alegria	Buen profesor
alegria	Excelente docente en el área práctica
alegria	es bueno
alegria	es un excelente academico maneja muy bien la información presentada, ademas esta al dia con las tendencias actuales y requerimientos del mercado.Sus clases son muy didacticas, entretenidas y motivadoras.Siempre apoya e incentiva a sus alumnos a ser mejor.
alegria	buen profesor
alegria	Buena docente
alegria	Docente que maneja el ramo.
alegria	Excelente profesor, mucho manejo en el ramo
alegria	tela la estela
alegria	las clases son entretenidas
alegria	Buen docente
alegria	Ayuda con todas las consultas o preguntas a los alumnos
alegria	Muy dedicado a su trabajo.
alegria	Profesor comprometido con su asignatura
alegria	sus clases son muy productivas
alegria	Excelente docente. utiliza múltiples recursos para que el contenido sea aprendido en totalidad, no solo refuerza lo académico sino los valores como futuros profesionales, alto dominio de los contenidos, entrega recursos que facilitan el estudio.
alegria	Buenas clases
alegria	Me encanta
alegria	excelente dominio de contenidos
alegria	Me encantan sus clases
alegria	Un 70 como docente y como persona, muy responsable y preocupada. Siga así
alegria	excelente profesora, demuestra confianza frente a sus estudiantes.
alegria	Muy buena profesora, con buena disposición.
alegria	es muy simpatico y hace sentir confianza de poder preguntarle lo que sea
alegria	Buen profesor, explica bien los contenidos, y se asegura de que los alumnos entiendan
alegria	clases muy entretenidas y completas
alegria	Muy buenas sus clases
alegria	the best
alegria	Excelente profesora, demuestra dominio de todo tema tratado en clases.
alegria	excelente profesora.
alegria	Buena profesora, sus clases son agradables.
alegria	El profesor siempre crea condiciones para generar el interés de todos los alumnos
alegria	Buen profesor
alegria	muy buena profesora
alegria	siga asi
alegria	Excelente profesora
alegria	buena profesora
alegria	genera un buen ambiente para realizar las clases
alegria	Muy buena profesora y buena asignatura
alegria	es un buen profesor esta todo bien
alegria	crea un buen ambiente en la sala y esta siempre dispuesto a ayudar
alegria	Enseña de manera práctica y eficaz el idioma en su nivel básico
alegria	Una casignatura muy completa
alegria	Gracias por su ciencia y dedicación. Cómo crítica constructiva: si quiere que aprendamos revit, quizás la clase podría ser distinta.
alegria	Buen profesor, pero en las evaluaciones consideró contenidos no revisados.
alegria	Excelente docente, muy dedicada
alegria	buenas actividades practicas que hacen entender de mejor manera las unidades
alegria	Buena Docente
alegria	Excelente docente, la que demuestra uun interes notable por que los contenidos puedan quedar claro, incorporando en sus clases distintos tipos de metodologías para la enseñanza, no solo las tradicionales. Profesora muy organizada con todo los aspectos.
alegria	Excelente desempeño
alegria	Excelente profesor, muy humano
alegria	ufff que semestre jajaja
alegria	Buena metodología para enseñar
alegria	excelente profesora con gran disposición
alegria	Un excelente profesor, se da el tiempo para responder cada duda que tiene el alumno.
alegria	Buena profesora
alegria	buen profesor
alegria	buena clase
alegria	Realiza bien sus clases
alegria	Buen profesor
alegria	profesor cumple objetivos
alegria	Buena profesora
alegria	Muy buena profesora
alegria	clases muy buenas y gratas. Felicitaciones.
alegria	Entiende las dificultades de sus alumnos
alegria	Enseña claramente, las lecturas y lo enseñado en clases es muy consecuente.
alegria	buen profesor
alegria	Es un excelente Profesional, muy humano y comprometido con la salud de los pacientes.  Sólo siento que le falta pedagogía (falta simplificar lo expuesto, y organizar mejor la forma en que entrega la información)
alegria	Buen profesor
alegria	Profesor altamente recomendable.
alegria	La profesora Claudia tiene una forma de enseñar muy grata
alegria	Excelente profesor
alegria	ejemplo a seguir
alegria	El mejor profe de inglés q he tenido
alegria	bien profe siga así.
alegria	Excelente profesora
alegria	excelente profesora
alegria	Excelente desempeño profesor
alegria	Muy buen profesor!! aprendí mucho sobre uso de herramientas en el computador ademas de word, excel, ppt entre otras cosas muy amable y con mucha paciencia responde todas las dudas
alegria	Muy buen docente
alegria	excelente profesora
alegria	Sus clases son muy importantes para futuros profesores, ya que nos demuestra y nos aconseja como va a ser en la vida escolar real y esto nos ayudará para en un futuro ser mejores profesionales.
alegria	Muy buena profesora
alegria	muy buen profesor
alegria	un muy buen profesor
alegria	Me gusto la forma de explicación de la materia
alegria	muy buen profesor
alegria	buena profesora muy inteligente, con la capacidad de encantar a las alumnas con la carrera, pero seria mucho mejor sobre todo en este ramo que de mas instancias para conversar sobre las vivencias en nuestros días de practica.
alegria	Explica bien
alegria	Profesor con alto conocimiento de la asignatura y grato ambiente en sus clases, lo mejor son los laboratorios donde se exponen y enseñan los diferentes tipos de rocas y sus características.
alegria	Buena profesora y responsable con las actividades de la clase
alegria	buen profesor
alegria	Entregar a tiempo las notas para poder revisar con tiempo los certámenes.
alegria	explica muy bien los contenidos
alegria	Buen profesor
alegria	buen profe.
alegria	En general sus clases son interesantes y buenas
alegria	Muy buen método de enseñanza
alegria	tiene buena disposición al responder dudas
alegria	Buena disposición para atender alumnos.
alegria	excelente profesora trata todos los puntos a evaluar paso a paso
alegria	Es una profesora muy buena y muy atenta de las necesidades de sus alumnos.
alegria	excelente docente, maneja profunda y extensamente los contenidos de las clases.
alegria	buena metodología de enseñanza
alegria	buen profesor
alegria	Excelente profesor, siempre atiende con buena disposicion, sus clases son didacticas por lo tanto capta mi atencion
alegria	Profesor amable con sus alumnos, lo que agradaba asistir a sus clases
alegria	muy buen docente
alegria	Muy buena profesional y profesora .
alegria	Buen profesor
alegria	Profesora muy clara al momento de explicar una idea o concepto.
alegria	Excelente Profesora
alegria	Buena docente
alegria	muy entretenida la clase
alegria	Excelente docente explica muy bien y se preocupa de que cada uno aprenda
alegria	todo ok
alegria	buen profesor
alegria	Muy buen profesor
alegria	deberia impartir siempre el ramo de econometria este profesor!!
alegria	buen profesor
alegria	buen profesor
alegria	gran entrega en su trabajo
alegria	muy buen profesor
alegria	buen profesor
alegria	clases teoricas y practicas motivadoras
alegria	Genera un ambiente grato y de confianza
alegria	su método de enseñanza es muy efectivo
alegria	Mejorar el tiempo de entrega de evaluaciones
alegria	Buen profesor
alegria	buena profesora, clara en sus explicaciones,puntual con entrega de notas
alegria	Gracias por lo enseñado profesora
alegria	una profesora impecable
alegria	buen profesor
alegria	Me gusta la metodología de las clases, y cumple al pie de la letra con los acuerdo de reuniones
alegria	Buena docente
alegria	Muy clara al momento de exponer la clase, dispuesta a responder todas las dudas.
alegria	Un muy buen profesor
alegria	Buena docente, con disposición y conocimiento de la asignatura.
alegria	Muy buena profesor. Aprendi ingles gracias a su buen uso de la tecnologia
alegria	excelente profesora
alegria	Maneja bien el tema
alegria	Excelente profesor, demuestra de muy buena manera su total manejo de los conocimientos que nos entrega y lo hace de la mejor manera.
alegria	Profesor con muy buena disposición para enseñar y responder consultas
