etiqueta	texto
enojo	con todo respeto no extravíe el material entregado por alumnos, me refiero a tareas porque  luego olvida la situación y eso perjudica al alumno.
enojo	buen docente, pero un poco llevado a sus ideas
enojo	no me gusto el ramo no lo entendi no aprendi nada
enojo	Mucha demora en entregar notas, certámenes muy largos, contenidos de lectura no vistos en clases
enojo	No demuestra un interés en lo enseñar ni en lo que hace en general
enojo	Debe mejorar
enojo	la realización de sus certámenes contienen mucha información de memoria los cuales prefiero que sean mas de aplicación en casos clínicos.
enojo	Evaluaciones rebuscadas y desmedidas comparado con el contenido visto en clases.
enojo	Subir las notas a tiempo, no cuando finalice el semestre, hacer los certámenes de acuerdo a lo pasado en todas las clases anteriores y no basado en la última clase, donde enseña lo más difícil y el que entendio, entendió, el que no, jodio
enojo	mas responsabilidad totalmente
enojo	es muy enojon XD
enojo	Mejorar organización con los tiempos de reunión.
enojo	haga clases didacticas
enojo	Se demora mucho en subir las notas.
enojo	Buena profesora pero necesitamos guías para reforzar lo visto en clases
enojo	Utilice una letra más legible y procedimiento más ordenado, al momento de realizar un ejemplo u ejercicio.
enojo	falta compromiso con el curso
enojo	sin comentarios
enojo	Su forma de enseñar es bastante mala a decir verdad, debería mejorarla bastante.
enojo	complementar la asignatura con uso de software
enojo	Debería entregar guías de ejercicios
enojo	Mas actividades en sus clases, no enfocarsr solo en un tipo de material para explicar la materia sino que recurrir a otras opciones.
enojo	Mejorar exposicion de clases
enojo	dar a respetar su postura como docente
enojo	Organizar mejor el tiempo
enojo	disminuir la cantidad de informes durante el semestre
enojo	No entrega notas en plazos establecidos, no evalúa lo mismo que enseña, sus evaluaciones son ambiguas, pregunta cosas que jamáz pasó en clases.
enojo	que no se pase del plazo establecido reglamentariamente para entregar las calificaciones
enojo	Debería asegurarse de que los contenidos sean aprendidos, no memorizados.
enojo	entregar una mejor retroalimentaciòn de los contenidos entregados en clases.
enojo	No me parece un profesor preparado para dar clases no explica materias, es muy monótono, no ejerce interacción con estudiantes, solo lee textos. No se preocupa de que los alumnos estén aprendiendo o no, sólo se preocupa de cumplir su hora de clases.
enojo	no explica muy bien
enojo	le  falta mejor trato hacia los alumnos
enojo	Debe hablar más fuerte porque muchas veces no se escucha lo que dice
enojo	La profesora da a conocer los contenidos de manera clara, la cual somos capaces de comprender, sin embargo se demora mucho en subir las notas de evaluaciones.
enojo	falta de puntualidad en horarios de clases
enojo	No motiva a estudiar con su metodo
enojo	no me hizo clases
enojo	Intentar no distraerse con las preguntas que le hacen mis compañeros y que lo desvían del tema principal de la clase
enojo	buen profesor, pero debería cambiar  la actitud de no dar permiso para salir al baño a los alumnos.
enojo	Debe ser puntual
enojo	Qué los certámenes sean basados en lo que explica en clases, no de comprensión lectora.
enojo	Tratar de distribuir mejor los contenidos de las clases para no hacerlas tan densas
enojo	Le falta saber enseñar
enojo	Buen profesor pero muy exigente a la hora de evaluaciones
enojo	por  favor cumplir los horarios de llegada
enojo	Al momento de citar a revisión se demora en presentarse
enojo	green energy is bullshit
enojo	Especificar más la materia
enojo	Ayudante que sea decente
enojo	realizar clases con mayor motivacion y dinamismo
enojo	por mi parte no le podría llamar profesor.no sabe hacer clases.sus pautas de años anteriores estaban malas.no respeta el plazo de entrega de notas.
enojo	Explicar la materia con mayor claridad
enojo	No hubo concenso en algunos temas con el otro profesor de ramo
enojo	al momento de hacer retroalimentación o comentarios , que sea mas empático
enojo	- Realizar ejercicios en clase más complejos, ya que algunos son demasiados simples.- Entregar la pauta de las tareas u otra actividad realizada.
enojo	discriminación
enojo	mas plazo para proyecto
enojo	no maneja conocimientos
enojo	le falta ser mas respetuoso
enojo	Clases poco didacticas
enojo	Falta más responsabilidad como docente
enojo	debe respetar las horas de clases
enojo	al ser los certámenes muy extensos, el tiempo en el cual se revisaban fue mayor a lo establecido por reglamento
enojo	Trate de no enredarse tanto al explicar, pero buen profesor y buena disposicion
enojo	Más volumen en la voz
enojo	pararse y leer los ppt en absolutamente todas las clases no considero que sea un buen manejo de sus temas a tratar en cada clase.
enojo	Se necesita ser más empático y un poco más flexible con los estudiantes
enojo	Buen profesor, falta un poco de responsabilidad para subir a la fecha las notas
enojo	Una asignatura que no aporta en el desarrollo y que hacer profesional de los alumnos
enojo	Debe modernizar su metodología de enseñar
enojo	más comprensión para los estudiantes
enojo	solo presentar las calificaciones a tiempo
enojo	Si no tiene tiempo para la clase mejor que no la imparta.
enojo	Es un profe regular
enojo	Encuentro que se equivoca en el desarrollo de los ejercicios
enojo	Creo que el ejercicio de redibujar los planos de un edificio patrimonial no eran tan pertinentes al ramo. Mas bien nos sentimos utilizados por el fin de la publicación del libro.
enojo	Que aprenda a explicar
enojo	esta asignatura presenta muchos problemas a nivel de contenidos y organizacion de parte de  profesora Elsa Martinez
enojo	aplicar mas ejercicios prácticos en su programa
enojo	ser mas didactico
enojo	trabajos mas didacticos
enojo	Tratar de avisar cuando llegara demasiado tarde a la clase
enojo	más dinamismo y practica de lo que teoriza para tener una vision holistica completa de su ramo en cuestion
enojo	no tanto apoyo de las diapos y más diálogo
enojo	Falta puntualidad con la entrega de calificaciones.
enojo	las clases deberían realizarse temprano para prestar mas atención a la asignatura
enojo	Le falta desarrollar y profundizar las clases
enojo	Mucha utilización de guías , mucha perdida de clases
enojo	Que hable algo más fuerte y modulador... A veces no se entiende bien porque además habla muy rápido
enojo	falta un poco más de compromiso con las asistencias a clases
enojo	que realice en pizarra mas ejercicios con los cuales se pueda ver como proceder en cada ejercicio.
enojo	Docente con buena disposición, organizada para la realización de clases. Se sugiere horarios establecidos para la corrección de certámenes en esta asignatura.
enojo	que explique mejor en clases, aveces no se le entiende nada de lo que él dice
enojo	habla como metralleta pero los power apañan :like:
enojo	Podría ser más flexible para modificar fecha en los test que sólo valen un 2,5% cada uno
enojo	Como sugerencia podría decir que quizás debería trabajar en otra cosa y no como profesora, para ser profesora de calidad en una universidad tan prestigiosa, primero debe asistir a clases, mostrar algo de compromiso y pasión por su trabajo. Una verguenza
enojo	como sugerencia que sea mas cercana con los alumnos
enojo	criterio de evaluacion
enojo	Si quiere considerar asistencia como requisito para rendir certámenes, debería también recuperar las clases que suspende
enojo	Falta mas teoria
enojo	No permite revisar todas las evaluaciones. En los laboratorios de soldadura evaluó como si fuéramos soldadores profesionales lo en 80 minutos es muy difícil deconseguir
