etiqueta	texto
desagrado	Te voy hacer ese pionono de roquefort que te gusta tanto    no mi ciela no me gusta ese día tenia hambre y te comía hasta a vos...mi falta de expresión arruina mi salud mental y mi digestión
desagrado	86148. Ya está el Gordo.   
desagrado	Esta muy cool eso de no sentir rencor por nadie, pero que más oportunidades le vas a estar dando tú a alguien que en reiteradas ocasiones te ha tratado mal y como una opción?. Aaaa ya se, la oportunidad pa' que te vuelva a tratar mal una vez más😉  .
desagrado	El próximo que pida mi número lo bloqueó  caso cerrado!
desagrado	Hay gente que se parecen a los pajaritos ... Pero no por lo bonitos ... Sino por que vienen la cagan y se van ....    
desagrado	❗️ aviso parroquial mi edit de hongjoong esta para infartarse así que hongjoong y yo no nos haremos responsables de ningún daño el día de hoy, gracias por la atención prestada!
desagrado	neta que el área de seguridad en el aeropuerto de Monterrey, son unos incompetentes cuando viajas con mascotas     
desagrado	7.48 de la mañana esperando el colectivo para ir a trabajar (que ya es mucho) se acerca mi vecina a hablarme de la vida   no reacciono
desagrado	Quiero mantecol     
desagrado	Dos horas y media haciendo fila para que cuando este a 5 personas digan que ya no hay plata  
desagrado	Flaca ya cállate   
desagrado	No me ha tocado la lotería.  Se me han quemado los garbanzos. Y por último me han cortado el agua en la calle.   
desagrado	cuando voy a dejar de pensar tan meticulosamente todoooo   
desagrado	Tengo que dejar de salir todas las mañanas de mi casa sin desayunar   
desagrado	Mi Toc me ataca... Estoy en el dentista... Mirando los bototos del caballero frente a mi... Y lo unico que quiero ahora es limpiarle los bototos  
desagrado	Ajá mucha risa y todo, el video es buenísimo, pero Juan Sebastián el maracucho del video del perro me parece damn cute 
desagrado	no, no se me olvidó… solo que no te dije nada   
desagrado	nos han parado la peli
desagrado	Y bueno, los 35 llegaron con dolor de rodilla.   
desagrado	ese tipo me sonríe la gracia no la entendí   
desagrado	Me dejo en un ruido mi hermana  
desagrado	Donde vas estas fiestas? A new york.. Ostras que bien no? La misma mierda pero en otro horario..   
desagrado	Pero bo. Será posible   
desagrado	Llegué media hora antes a unos exámenes médicos, hablemos de puntualidad 
desagrado	Hoy siento que no soporto a nadie... Ya me quiero ir del trabajo y vivir sola   
desagrado	Que hago despierta  
desagrado	Soy tan impulsiva, que después de comprar pasajes, señar dpto… me estoy arrepintiéndo
desagrado	Odio hacer fila en el banco   
desagrado	Por un número no me ha tocado el gordo no me lo creo           
desagrado	luce un día de mierda   
desagrado	Todos los años estoy a esto, de no hacer los viajes navideños con mi familia porque mi mamá se pone en modo idiota.
desagrado	Usted no es capaz!  Esa es la mejor frase de motivación que he escuchado en mi vida   
desagrado	Ellos jamas aguantaron a una mujer liderando y ahora si quieren? Que manga de pelotudos    nadie les compra sus volteretas...
desagrado	No estaba en mis planes vacunarme de covid, pero bue.  
desagrado	No hay cosa que odie más, que la impuntualidad loco  
desagrado	Si yo tenía q magrudar, por q razón me acosté tarde?  
desagrado	mi mama debe estar podrida de que le diga algo y le termine diciendo a último momento que no, va a terminar diciéndome que no todo el tiempo   
desagrado	pienso en el baile y siempre la misma pregunta, que mierda me pongo!?  
desagrado	Muchos a esta edad ni aun debutan o tienen menos que 10 partidos en 1era. Sergio ya jugó en el club mas grande de su país, salio campeón, metió en un clásico siendo niño, lo compro el club mas poderoso del planeta, fue a Brasil, México. Todo con 23 AÑOS   
desagrado	Parishiiii emplaza a Boric por los medios.  Pero q se lo diga a la cara    que venga y se lo diga a la cara
desagrado	Saco los pies para sentir fresquito y Olivia me los muerde. Querida te podes calmar?   
desagrado	¡NO ME LO CREO! ¡ME HA TOCADO! ¡ME HA TOCADO! ¡ME HA TOCADO LA DESGRACIA DE SER DEL ATHLETIC CLUB!   ¡COMPARTE EN TU MURO SI A TI TAMBIEN! 
desagrado	Sonó la alarma y que rabia.  ¡Perra maldita, antipatriota!   
desagrado	quitaron practicamente todos los discos de ekatarina velika de spotify  
desagrado	El final de Hawkeye  . No me puedo creer que en menos de una semana Marvel haya pasado de hacer el mayor fan service de la historia a marcarse un Ralph Boner 2.0
desagrado	Que lindo dia y que pocas ganas de trabajar que tengo   
desagrado	Mis vecinos no dejan dormir porque tienen su música de mierda a todo lo que da    me siento como en obre cuando se enfiestaban afuera de mi depa
desagrado	No estoy devolviendo nada porque ya me amañe   
desagrado	Ahora nadie me contesta 
desagrado	Primera vez que, porque hace calor, me pongo el ambo solo sin remera abajo y ya estoy molesta. Maldito cuello escote V, se ve todo.    
desagrado	  ️ Oyes, si no queréis correr riesgos en las comidas navideñas con la bicha, no las hagáis, yo no hago nada y ya ves, taaaaaan normalito como siempre.  (Anda, bloquea las respuestas)   Nah, tengo la relevancia de un grillo mutilado con artrosis.  (Eso también)
desagrado	Me despertó el dolor de hueso   
desagrado	Que linda hora para ir a la dentista 
desagrado	Actualmente estoy huyendo de los spoilers de spiderman. No he tenido tiempo 
desagrado	Las filas de los servicarros para las pruebas de COVID están ocasionando un tapón descomunal!! El de la carretera 887 en Carolina está que da hasta miedo!!!    
desagrado	Eso de andar bien dopado me quita el sueño siempre   
desagrado	clases a las 8:30... Me despierto a las 5 a las 6 , a las 7 y llego media hora temprano    háblame de ansiedad.
desagrado	Mamá diciéndome que quiere que la lleve a ver Matrix 
desagrado	Quiero ver a todos los posmodernos que defienden el género como una construcción social defender que la raza es también construcción social   
desagrado	Las ganas de irme que tengo   
desagrado	A mi lo único que me han tocado son los coj..nes.   
desagrado	"Fui al centro a comprar el ""cosito"" que engancha las varillas de la carpa, me falta solo uno, no venden, venden la varilla completa. 730 mangos. I en pedo. Mi tía tiene que comprar todas las varillas de la carpa   "
desagrado	Gente con temas artísticos: Tenéis que pagar a los artistas, su tiempo vale dinero      Gente cuándo no les va el ordenadormóvil: Oyee tú eres informático no?? Podrías ayudarme? (Obviamente sin pagarte somos amiwis jeje)
desagrado	"La experiencia de Dana Miró para alcaldesa de Guaynabo ...""camino con el alcalde, trabajo en wic , su papa es pnp de clavo pasao "" tremendo   "
desagrado	Cómo está costando este día 
desagrado	De vacaciones y levantándome temprano   
desagrado	Muy temprano para deprimirme, mejor me duermo jaja 
desagrado	Los zurdos deben estar nadando en un lago de baba. Boric piensa en la reforma de la Constitución, y entre los integrantes de la Convención Constituyente hay una MUJER Mapuche.    .
desagrado	Hoy la V hace la fiesta en el freezer  ⚪
desagrado	Tengo que lidiar con eta muchacha y también su playlist de Demi Lovato? PUES MIRE QUE NO que yo no soy tan generosa ni buena gente   
desagrado	Arrancamos la época de desayunar sambuchitos, almorzar sambuchitos , merendar y por supu cenar sambuchitos   
desagrado	Grave error   Jamás me había metido en ese tipo de charlas de audio, hoy lo hice, pero no caeré otra vez   Flojerita…. Descansen   ️
desagrado	Estoy de vacaciones y me hacen madrugar   
desagrado	Tremenda siesta me voy a echar, me cago en Dios     
desagrado	Este mes está como que muy largo, no veo la hora de que se acabe ya   
desagrado	En mamada #43821 que ocurre en mi hospi:  Ayer la enfermera especialista del turno vespertino no me quiso entregar hasta que entrara el especialista de mi turno porque “sólo entre especialistas”  La morra tiene posttecnico…   
desagrado	Lo que celebra chile es el final de el sistema productivo! Típico de pronto lo empresas se unen y paran sería bueno si  
desagrado	Madrugar no es lo mío. 
desagrado	"Es que qué es eso de ""las sobras"", como si el tiempo invertido en alguien no valiera nada si no es tu pareja, no sé, feísimo me parece "
desagrado	Pareces la policía Nacional Controlando quien te deja de Seguir O No. Aflojaaa   
desagrado	quiero dejar los lentes pero no puedo usar d contacto     
desagrado	Uhhh para que me acordé   
desagrado	ya empecé mal el día olvidándome los lentes de sol   
desagrado	    NO ME LO CREO  ME HA TOCADO         _ME HA TOCADO LA SUERTE DE NO SER UN PUTO GABACHO  _
desagrado	un nene peque de mi finca diciéndome que los reyes me iban a traer carbón... he estado a punto de contarle la verdad sobre esos reyes suyos 
desagrado	Para los que quieran colapsar trabajen en un call Center   al borde de la depresión y el máximo estres
desagrado	Que vayas al endocrino y,en los tiempos que estamos,te diga que no tomes proteínas, que son malas para el hígado y que tienes obesidad según el IMC...ese es el nivel   
desagrado	Y lo que más gracioso me parece es que en el trabajo parece que no se contagia (y eso que casi nadie teletrabaja ya, yo y dos más).       No sé Rick, pero ya no saben ni lo que hacen.
desagrado	Otra vez el mismo sueño   
desagrado	LEESEO      
desagrado	El PP apoyó ayer en el Senado, a las lenguas cooficiales en España. O sea, que apoya a los independentistas catalanes que no dejan hacer pipí a los niños si no hablan catalán y también a ETA  ¡Me quedo muerta!        
desagrado	Bruno anoche buscando nombres de bebes que quedan bien con apellidos españoles osea el suyo    Sal de ahi Satanas 
desagrado	No entiendo por qué hay personas que escriben mal su propio nombre   
desagrado	Sí, te voy a responder el mensaje hombre que tiene como foto de perfil un ripio   ️ 
desagrado	Ay oye yo no me quiero ni peinar me siento tan comoda   ️(como una loquita)   además que si salgo por ley me tengo que bañar pq el COVID anda desatado   
desagrado	"*en LAS tiendas (no ""en más tiendas""   , corrector metido!)"
desagrado	La próxima vez, no voy a hablar de más..  
desagrado	Cómo le digo que no le aguanto    sin decirle que no le aguanto  
desagrado	nomás se lo perdono a Yeonjun   
desagrado	un dia me hace llorar y hoy estoy aqui en el sofa con el  
