etiqueta	texto
tristeza	Feliz miércoles de cosas maravillosas dijo aquella   Q de vdd les pasen cosas lindas!!!  
tristeza	MI VIDA YOUNGRO ESTABA RE ASUSTADA        PUTO NO HAGAS QUE LLORE
tristeza	Cómo que nadie me hizo ensalada de manzana  
tristeza	muy triste porq he roto la tradición de un tatuaje al año instaurada desde q me hice mi primer tatuuu 
tristeza	Estoy tan aburrida que pensé que era domingo y recién estamos a sábado   
tristeza	m he peleado con unas d mi clase   
tristeza	AHI VOY 2022  ️.!  El viernes 31 de Diciembre a las 23:59 miraré al cielo y diré: “Hasta aki te kise, Hasta aki te Ame, Hasta aki te espere..!  ADIÓS PASADO   
tristeza	a ver cómo le explico yo a mis sobrinos q este año no hay reyes xq se han olvidado el certificado covid en casa       
tristeza	amets te echo de menos 
tristeza	Me quede dormida porque ya no aguantaba el sueño y me levanto con esta noticia que me tomo por sorpresa, me puse mal , estoy mal                   ️
tristeza	Ahora me agarró dolor de muela, algo mas?   
tristeza	Alguien más hoy, 22 de diciembre, que no tiene NADA pronto para Navidad? Será que quedaré sin comida?   
tristeza	Yo    cagarla siempre
tristeza	mama mia he borrado 567 fotosss! 
tristeza	Extraño cuando mi hermano vivía conmigo DEVUÉLVANME A MI HERMANO   
tristeza	SINO NAG QRT          
tristeza	Lpm me quedo la cabeza roja 
tristeza	mi tia me desbloqueo el celular g estaba jungkook motoquerp me quede así        
tristeza	Aveces quisiera estar pequeña y disfrutar de la navidad  
tristeza	Wandavisión Loki What If Hawkeye Capitán America &amp; Winter Soldier  Mi top de las series post chasquido  
tristeza	A este paso, me va a tocar comprar los regalos de navidad el 1 de enero. El tiempo no alcanza
tristeza	el tren por tu casa   
tristeza	Planear en mi cabeza conversaciones que no van a suceder es mi pasión   
tristeza	¿Hoy ha habido tongo como lo del año pasado o no?   
tristeza	Pedi un kebab y no me dijo amigo el repartidor Sadge 
tristeza	Hace como 4 dias que no como bien y hace como una semana que no duermo nada. Asi estoy   _️
tristeza	Ahuevo quieren sacar a Gertz Manero   
tristeza	Cual fue el momento de quiebre donde todo se vino abajo? Y yo acostumbrándome a eso   
tristeza	Mal ahí re extraño a mis amigas, cuando éramos todas desempleadas estábamos mas juntas q hago renunciooooo    
tristeza	Pues nada, no soy millonaria   
tristeza	Odio eterno al calor asqueroso.  
tristeza	Hoy en día nadie es confiable  felices fiestas para todos   ️  ️  ️
tristeza	No me digas que El Gordo no ha caído en Doña Manolita       
tristeza	Como me miro el drama si ni las páginas que los transmiten ilegalmente me funcionan   
tristeza	Todas mis ex parejas siempre confiaba con la demás gente, pero no el amor de su vida (Como voy a creer en con el amor   ).
tristeza	gente perdón x estar tan inactiva  pero cuentenme... que les regalaron???
tristeza	Ya no hay buenos días Bart, solo días.   
tristeza	Lo unico que quoero es estar bien 
tristeza	Q complicado es responderle a las antis en ingles           
tristeza	Necesito un regalo de última hora   
tristeza	puse la ss incorrecta   
tristeza	El sorteo de la lotería de Navidad me pone melancólico   
tristeza	Levantarme de mal humor es lo peor que me puede pasar   
tristeza	Dia triste  
tristeza	no he ganado el gordo   
tristeza	Y encima me van contando x ahí q eres buena novia    ️
tristeza	Estoy a punto de colapsar   
tristeza	Quedan 3 dias para navidad  
tristeza	Cuando me preguntan por qué no me quedo con cosas de accesorios, es porque no me dan tiempo a quedarme con algo    vuela to
tristeza	Loco, puede ser que disney haga películas tan profundas? Me van a matarrrr     
tristeza	mis manos huelen a pezcado
tristeza	cada vez se hacen menos speech de año nuevo   _    ️
