etiqueta	texto
tristeza	Un caza F-15 se estrella en Estados Unidos durante misión rutinaria
tristeza	Dos muertos y cuatro heridos en un ataque a iglesia evangélica en Honduras
tristeza	Aumentan a cinco los muertos por tormenta durante regata en EE.UU.
tristeza	Explosión en capital de Nigeria causó 21 muertos y 17 heridos (policía)
tristeza	Siria: 17 muertos en explosión
tristeza	Tres heridos deja persecución policial por cinco comunas de la capital
tristeza	Al menos 30 muertos deja explosión en centro comercial en Nigeria
tristeza	Muere ex miembro de la popular banda Miami Sound Machine
tristeza	El crudo relato de periodista de The Guardian que presenció ataque a niños que jugaban en playa de Gaza
tristeza	El incendio que afecto al suroeste de Jerusalén está bajo control
tristeza	Muere tiroteado en Londres un imán crítico con el régimen sirio
tristeza	Mueren 83 insurgentes en Afganistán en ofensivas y por bombardeo de un dron
tristeza	Al menos seis muertos en dos atentados suicidas en Bagdad
tristeza	Fuertes lluvias dejan un muerto y más de 200.000 desplazados en Paraguay
tristeza	Mueren 6 milicianos chiíes en un atentado al norte de Bagdad
tristeza	Cambio climático puede poner en peligro de extinción a una de cada seis especies
tristeza	Ex 'dealer' de Angelina Jolie difunde imágenes de la actriz consumiendo drogas
tristeza	Enfrentamientos en Estambul durante una protesta por la tragedia minera
tristeza	Antigua musa de las pasarelas españolas muere cuatro días antes de contraer matrimonio
tristeza	Al menos 21 muertos y 17 heridos deja explosión en centro comercial de Nigeria
tristeza	Al menos 17 muertos por una explosión cerca de frontera entre Siria y Turquía
tristeza	Temporal en el sur: Río se desborda y deja 200 damnificados
tristeza	Al menos 2 muertos y 19 heridos tras la caída de viaducto en Belo Horizonte
tristeza	Un muerto y 10 heridos al derrumbarse viaducto en ciudad mundialista de Belo Horizonte
tristeza	Onemi cifró en 8.426 las personas aisladas en La Araucanía por sistema frontal
tristeza	Ejército colombiano acusa a las Farc de reclutar a siete menores de edad
tristeza	Un militar de la OTAN y un soldado afgano mueren en un enfrentamiento
tristeza	Brutal ataque: jauría de perros salvajes mata a 27 ñandúes en zoológico de Mendoza
tristeza	Al menos 17 muertos en atentado con coche bomba cerca de la frontera sirio-turca
tristeza	Más de 330 palestinos muertos en Gaza, Ban Ki-moon viaja a la región
tristeza	Asesinato de tres estudiantes israelíes amenaza con nueva escalada de violencia en Medio Oriente
tristeza	Profesora pide dinero en la calle para sobrevivir después de 35 años de trabajo
tristeza	Escolar muere en confusa balacera en colegio de Linares
tristeza	Unos 2.000 civiles muertos por bombardeos aéreos del ejército sirio en Alepo en cinco meses
tristeza	Al menos diez muertos en el naufragio de un barco de inmigrantes entre Italia y Libia
tristeza	Al menos 11 muertos y 45 heridos en atentados con coche bomba en Bagdad
tristeza	Corales vivos en el Caribe se han reducido a la mitad en los último 50 años
tristeza	Turcos protestan por explosión en mina que ha dejado al menos 245 víctimas fatales
tristeza	Fuerte sismo en el suroeste de China deja al menos 367 muertos
tristeza	Conchalí: Joven mata a balazos a hermano de su padrastro
tristeza	Organizan protestas en EEUU tras asesinato de hombre negro a manos de policía blanco
tristeza	Equipo forense pone en duda que los restos encontrados en México sean de los estudiantes desaparecidos
tristeza	Nueve muertos y más de 40 heridos en un accidente de autobuses en Alemania
tristeza	Este viernes repatriarán restos de estudiante asesinada en Buenos Aires
tristeza	Cinco heridos por una granada en una maniobra militar en Portugal
tristeza	Graves y sin posibilidad de ser separadas se encuentran siamesas nacidas en Bolivia
tristeza	Al menos 21 muertos y 17 heridos en explosión en un centro comercial de Abuya
tristeza	Seis miembros de una misma familia mueren en incendio en ciudad de Venezuela
tristeza	Indagan desaparición de un adolescente hace 12 días en Iquique
tristeza	Al menos un muerto tras colapso de viaducto en Belo Horizonte
tristeza	Garín es eliminado en Challenger de Sao Paulo y Lama es el único chileno que sigue
tristeza	Una turba quemó vivo a un hombre sospechoso de violación y asesinato en Bolivia
tristeza	Cuatro obreros mueren aplastados por derrumbe de un muro en Guatemala
tristeza	Hombre preso en Cuba por instalar redes ilegales de internet amenaza con quitarse la vida
tristeza	Libia: Mueren 22 en lucha por control de aeropuerto de Trípoli
tristeza	Son ya 238 muertos en la mina turca y 120 están aún atrapados, según Erdogán
tristeza	Italia: mueren 14 migrantes procedentes de Libia
tristeza	Ocho muertos en bombardeos y combates en ciudad iraquí de Faluya 
tristeza	Se hunde en Bangladesh un ferry con cientos de personas a bordo
tristeza	Muere hincha del Napoli que recibió disparos en la final de la Copa Italia
tristeza	Queman vivo a un indigente y a sus mascotas en una calle de Bogotá
tristeza	Dos muertos y 19 heridos al derrumbarse viaducto en ciudad mundialista de Belo Horizonte
tristeza	Al menos seis muertos deja naufragio de ferry con 200 personas a bordo en Bangladesh
tristeza	África no cumplirá los Objetivos de reducción de la pobreza
tristeza	Cuatro palestinos muertos por un ataque aéreo israelí en Gaza
tristeza	Novio con enfermedad terminal logra casarse 10 horas antes de su muerte
tristeza	Futbolista belga muere tres días después de sufrir un ataque cardíaco en práctica
tristeza	Cientos de personas asisten a entierro de joven judío asesinado en Copenhague
tristeza	Fallece el excanciller de Honduras Ricardo Pineda Milla
tristeza	Al menos 8 muertos en el naufragio de un barco con 200 personas en Bangladesh
tristeza	Una especie animal de cada seis estaría amenazada por el calentamiento global
tristeza	Israel se afianza en la frontera de Gaza, más de 300 víctimas palestinas
tristeza	El peor Mundial de Pedro Carcuro
tristeza	A 232 mineros se eleva la cifra de muertos por explosión en Turquía
tristeza	Incendio forestal causa graves daños en el sur de California
