enojo	Profesor, intente controlar su sentido del humor o ironía cuando corrija proyectos, recuerde que hay personas mas sensibles que otras y se toman muy enserio su trabajo, sobre todo lo que usted les comenta sobre el. Muy buenas sus clases en el auditorio!
alegria	Me parecen muy entretenidas sus clases,ya que es un ambiente agradable.
ninguno	excelente docente, tiene dominio de la materia y la trasmite con amor
ninguno	le falta ser objetiva.
ninguno	Centrar las clases más en explicar contenidos
ninguno	buena profesora
alegria	agradable profesor, simpático con los estudiantes
tristeza	Clases aburridas y monótonas.
enojo	Entregar más confianza a sus alumnos.
ninguno	el mejor profesor
alegria	excelente profesor
ninguno	utilizar herramientas mas didácticas para sus clases
alegria	Excelente disponibilidad para atender a los estudiantes
alegria	sus clases son didácticas
alegria	buen docente
alegria	Muy buen Profesor el cual su metodología de enseñanza es muy buena.
ninguno	Excelente profesor
alegria	buen profesor
ninguno	Se sugiere la visita al centro de practica y contacto regular con supervisora en terreno
ninguno	Mayor foco en la materia
ninguno	simpatico
ninguno	subir las guias con anticipación
ninguno	sin comentarios
ninguno	Excelente profesor con gran conocimiento en la materia.
sorpresa	pedir un poco de asistencia a sus alumnos ya que creo que esa es la causa de las tan bajas notas en todos los ramos
ninguno	Mas horas de práctica.
ninguno	es buen profe hace artos ejemplos lo unico que demora mucho en entregar las notas de las evaluaciones
ninguno	Las clases centradas netamente en lo expositivo tienden a ser menos efectivas, agregar dinamismo y motivación a la participación activa de los estudiantes es algo que personalmente suele motivarme
enojo	NADA QUE DECIR
alegria	exelente profesor,un gran motivador
tristeza	quizas un poco mas de compromiso
ninguno	No fue mi profesor
ninguno	explicar con mayor claridad los ejercicios propuestos en clases
tristeza	La profesora debería tener mejores ayudantes.
ninguno	no me hiso clases me tocaba con pamela chavarría la cual es muy buena profesora
alegria	muy buena profesora
alegria	buen profesor
ninguno	Dentro de todos los problemas que se causaron en el curso , pudo manejar la situación y dar cuenta de su profesionalidad
tristeza	Clases más dinámicas
alegria	es empatica con los alumnos
alegria	Buen profesor
alegria	Sabe explicar el contenido
alegria	gran capacidad de cautivar a sus alumnos con sus clases
alegria	Es una gran profesora
ninguno	No hay sugerencia
alegria	buen profesor
enojo	Algunas cosas en esta asignatura las encontré sin mucha importancia y no llamaron el interés mio ni el de algunos de mis compañeros, se sugiere hacer un cambio en este curso y que sea más enfocado a herramientas como excel entre otras que actualmente se n
enojo	El profesor puchi debería pasar TODA la materia antes del certamen
alegria	muy comprometida con el aprendizaje del estudiante
alegria	Docente con grandes expectativas, y una de las pocas que incentiva a sus alumnos
alegria	Muy buen profesor, domina muy bien los temas ademas de tener completa disposicion para tratar con los alumnos
ninguno	exelente profesor
alegria	Buen dominó y manejo de las clases
ninguno	No tengo clases con ella
enojo	Nada que decir.
ninguno	Muy buen profesor de practica
alegria	demuestra suu conocimiento y sus años de experiencia en clases
sorpresa	es chistoso
ninguno	excelente docente, gran manejo del tema
alegria	es un profesor que ama lo que enseña
alegria	Buena profesora, siempre dispuesta a ayudarnos en todo lo posible para que termináramos este ramo.
alegria	buen profesor, muy preocupado por los estudiantes
alegria	Muy buen profesor siempre apoyando y dando los tips para estudiar
enojo	muy enrredado
alegria	Es una buena profesora, con muy buena disposición para que el alumno aprenda.
ninguno	Clase muy didáctica y interesante
ninguno	muy claro al explicar una materia difícil de entender
alegria	Buen docente, pendiente de las clases y siempre dispuesto a explicar
alegria	Gran docente
ninguno	todo bien
alegria	como sugerencia debería establecer y promover horarios para consultas
alegria	El mejor profe del mundo
alegria	el mejor meteorólogo del mundo
ninguno	Excelente disposición con sus estudiantes.
ninguno	a la altura
alegria	muy bien
ninguno	no tuve clases con él.
enojo	Dar las notas cuando corresponde.
tristeza	Buena profesora, pero deberia hacer sus clases un poco mas dinamicas
enojo	Como dije anteriormente, últimamente tuvo problemas con la puntualidad, pero en sí, es buena profesora.
alegria	excelente profesora, dispuesta a enseñarnos todo, muy paciente y muy simpática, debería seguir potenciando este hermoso taller!
alegria	Siga así profe.
enojo	El profesor debería explicar como realizar cada actividad al inicio de la clase y además tener en cuenta  que no todos podemos enviar los trabajos  a la hora ya que algunos no tienen Internet o computador y aveces el tiempo no alcanza en la U.
alegria	Profesor metódico y responsable con la programación de las actividades.
alegria	excelente profesora, se demuestra interes de parte de la profesora para que los alumnos aprendan
ninguno	No tuve la supervisión   de este docente
ninguno	muy bien
sorpresa	Realizar la clase de forma mas lenta
ninguno	Buen profesor,el horario que tenia no acomodaba a nosotros
alegria	buen profesor y muy exigente
ninguno	Pasa materia y pocos ejercicios
sorpresa	Muy buena profesora
enojo	no entrega las evaluaciones a el tiempo acordado
tristeza	sus métodos no motivan
alegria	Muy bien
enojo	Es una profesora muy desorganizada, no llega a la hora a las clases, no tiene una pauta de evaluación con el que nos podamos guiar del porque nos sacamos tal nota, no explica bien los trabajos que tenemos que realizas y se contradice con lo escrito en moo
alegria	Un poco desordenado, pero excelente profesional.
ninguno	realizar actividades ligeramente más didácticas ayudaría a mantener la atención de la clase
alegria	Sin comentarios negativos, muy buen profesor
sorpresa	excelente profesora, comprensiva y con mucha energia y ayuda a sus alumnas
sorpresa	una buena profesora
ninguno	El profesor no genera un lazo con los estudiantes en el sentido de preguntar consultas en clases dado que si el considera que la pegunta es tonta responde de mala forma y a veces insultando a los alumnos.
ninguno	Cada vez que uno requiere resolver una duda y recurre a su oficina, no está o simplemente no quiere atender, siendo este su horario de atención a estudiantes .
alegria	Un ejemplo a seguir, gran docente excelente dominio de su clase, amabilidad, tolerancia, disposición y respeto.
alegria	Buena profesora
ninguno	un poco estricto pero explica bien la materia
ninguno	Sin comentarios ni sugerencias
sorpresa	Desarrolla la clase con dominio de los temas pero, a veces no es totalmente clara a la hora de explicar consultas realizadas por alumnos.
ninguno	Creo que falta un poco de organización en sus clases. A veces, se va por las ramas, olvidando la importancia de las ideas y contenidos principales de su asignatura. Además, no se sabe si está hablando o dictando y cambia de tema a cada rato en sus clases.
ninguno	No curse este ramo porque hubo una equivocacion al tomarlo
ninguno	buena metodologia
ninguno	buen profesor.
tristeza	Es un buen, profesor, pero el gran problema de su laboratorio, es la corta duración, lo cual hace que sea inútil tenerlo, ya que en una hora y media, no se logra aprender lo suficiente.
alegria	Buen docente
alegria	es un gran profesor, que inspira al estudio de la asignatura
ninguno	muy buen profesor
alegria	sus clases son dinamicas, entretenidas y facil de comprender
enojo	por favor entregar las notas dentro de los plazos establecidos
alegria	Muy clara al momento de enseñar.
sorpresa	usa buen material, pero lamento decir que no mostraba mucho dominio sobre la materia
ninguno	Me gustaria que en clases se realizaran mas temaricas psicologicas como test de personalidad y esas cosas.
ninguno	La generalización debe separarse siempre de la docencia, mas aún cuando se educa a los sujetos en formación del área.
sorpresa	buen profesor pero en los laboratorios pierde mucho tiempo conversando en vez de realizar bien las actividades
sorpresa	Enseño super bien la materia.
tristeza	Podría ser más amable
ninguno	Exponer de forma más clara las instrucciones  de los trabajos a realizar
alegria	El profesor es muy bacan, es seco para bailar. me encantaban sus clases.
alegria	sus clases me gustaron bastante
enojo	Planificar un poco más las clases
ninguno	Excelente docente, siempre con la disposición de enseñar hasta fuera del horario de clases, muy comprometido con que sus alumnos aprendan todo y más.
alegria	buena profesora
alegria	Agradecer su paciencia, cuando no se entendía algún contenido y por su pronta respuesta
enojo	Dedicarse a realizar su clases y no distraerse con compañeros que no tienen intereses en ella
ninguno	EXCELENTE PROFESORA, BUEN DOMINIO DEL CONTENIDO, CLASES DIDACTICAS QUE PERMITEN BUEN APRENDIZAJE
ninguno	la manera de explicar y como desarrolla sus clases es adecuada
alegria	muy buen profesor.
enojo	cuando vaya a las clases debería concentrarse en la clase y no estar haciendo otras cosas en su teléfono o su computador
ninguno	buen profesor
alegria	Muy buena profesora
alegria	Dispuesto a enseñar siempre, explicar nuevamente.
ninguno	ninguna sugerencia
alegria	Muy buen profesor, muy motivado
ninguno	cambiar la forma de evaluacion
tristeza	muy buen profesor pero no sabe explicar hace los ejercisios para el
tristeza	clase mas dinamica
alegria	Muy buen profesor, dedicado y responsable, con notas, evaluaciones, etc. Clases didácticas y da la opción de aclarar todas las dudas.
ninguno	No me hace clases
sorpresa	enseñar mas programacion de diseño
ninguno	ninguno
alegria	Muy buena maestra, se toma el tiempo para explicar de muy buena manera.
alegria	Profesor muy responsable y hace las clases muy gratas
enojo	Entregar las notas dentro del plazo
enojo	Profesor que se nota que sabe mucho, aunque un poco estricto en cuanto a los contenidos.
alegria	Buen taller, nada que decir
alegria	Buen profesor
ninguno	no saque las cosas de la tablet  es aburrido
ninguno	Sin comentarios
enojo	profesora metodológica pero no enseña los contenidos claramente
ninguno	sin sugerencias
enojo	mayor desarrollo de ejercicios propuestos
ninguno	Excelente profesora
enojo	con todo respeto no extravíe el material entregado por alumnos, me refiero a tareas porque  luego olvida la situación y eso perjudica al alumno.
enojo	buen docente, pero un poco llevado a sus ideas
alegria	Super buena profesora
enojo	no me gusto el ramo no lo entendi no aprendi nada
enojo	Mucha demora en entregar notas, certámenes muy largos, contenidos de lectura no vistos en clases
ninguno	la forma de enseñar es buena, pero en la forma de evaluar debería mejorar.
ninguno	excelente profesor
ninguno	Más ejercicios en clases
alegria	NADA QUE DECIR, EXCELENTE PROFESIONAL.
ninguno	Se da el tiempo de explicar de la mejor forma la materia, tal vez podría ser un poco mas dinámica la asignatura pero esta en bien general.
ninguno	Buena profesora, explica los contenidos de buena forma
ninguno	enseñanza adecuada y fácil de comprender, faltan mas horas para desarrollar bien los prácticos
alegria	Dedicado, atento.
ninguno	No puedo entregar ninguna
enojo	No demuestra un interés en lo enseñar ni en lo que hace en general
alegria	buena asignatura
ninguno	Buen profesor
ninguno	Profesora dedicada
alegria	gran profesor
ninguno	nada que decir
ninguno	Buen profesor, aunque le hace falta ser mas creativo al momento de realizar sus clases para que los alumnos no se aburran y al momento de realizar las preguntas de dudas que sea mas amplio en sus respuestas no lo que el espera que entendamos
enojo	Debe mejorar
ninguno	Creo que la realización de sus clases fueron muy efectiva, al igual que los prácticos.
enojo	la realización de sus certámenes contienen mucha información de memoria los cuales prefiero que sean mas de aplicación en casos clínicos.
ninguno	buena profesora
enojo	Evaluaciones rebuscadas y desmedidas comparado con el contenido visto en clases.
ninguno	Preparar y realizar las clases
ninguno	Que no nos dé tanta materia para un mismo certamen
enojo	Subir las notas a tiempo, no cuando finalice el semestre, hacer los certámenes de acuerdo a lo pasado en todas las clases anteriores y no basado en la última clase, donde enseña lo más difícil y el que entendio, entendió, el que no, jodio
ninguno	Buena organización ddel ramo
alegria	Dio buenas clases
alegria	Excelente profesora con buena disposición
ninguno	Muy enredado para explicar. Y debería explicar también para los que no sabemos nada de ilustracion, no todos manejan el tema
ninguno	Buen profe
ninguno	buen profesor
ninguno	Se demore menos en entregar las notas
ninguno	nada que comentar
alegria	Muy buena profesora, explica la materia como corresponde en el tiempo correspondiente.
ninguno	Nada que añadir
ninguno	Explica bien el contenido
ninguno	nunca falto a ninguna clase
alegria	clases muy didacticas
ninguno	no tengo clases con el.
ninguno	sin comentarios
enojo	mas responsabilidad totalmente
sorpresa	más compromiso
enojo	es muy enojon XD
ninguno	interesante el electivo
ninguno	profesor técnico y conciso
ninguno	no lo conosco
alegria	buen profe
ninguno	Sólo falta que ejemplifique mas en sus clases ya que la materia es complicada.
alegria	Excelente docente siempre dispuesta a ayudar y resolver dudas.
ninguno	solo falta un poco mas de caracter
ninguno	Muy buen docente
sorpresa	Buena profesora
alegria	La profesora Pamela es muy amistosa, entrega la confianza necesaria para expresar opiniones y sentimientos en las actividades que realizamos, es muy creativa y dinámica.
enojo	Mejorar organización con los tiempos de reunión.
ninguno	excelente profesor
ninguno	excelentes clases
alegria	Buen profesor
alegria	muy buena proefesora
alegria	Buen profesor
ninguno	Muy profesional
ninguno	Realizar más inglés gramatical para tener un mejor manejo de vocabulario
ninguno	Muy estricto a la hora de corregir los informes.
ninguno	profesora interesada en la asignatura, motivando a los alumnos
ninguno	es un buen profesor, sabe lo que está enseñando, tiene buena metodología de enseñar
tristeza	ramo botado
alegria	Excelente profesor
alegria	buen profesor
alegria	Explica super bien los contenidos, didáctico, carismático...seco el profe
alegria	Buena profesora nos hizo salir y trabajar con gente externa a la universidad, eso se agradece y motiva cada vez más
asco	debe mejorar las habilidades sociales
enojo	haga clases didacticas
alegria	excelente profesora
ninguno	Me parece muy pertinente para la asignatura la evaluación mediante el proyecto de investigación, incluso yo aumentaría el porcentaje del poryecto a un 35%
enojo	Se demora mucho en subir las notas.
ninguno	sin comentarios
ninguno	No hay comentarios
alegria	Buen profesor
ninguno	hacer las clases mas dinámicas
alegria	buen ambiente dentro de la clase, es agradable asistir a ellas.
alegria	LA MEJOR PROFESORA DE LA ESCUELA
enojo	Buena profesora pero necesitamos guías para reforzar lo visto en clases
alegria	Buen profesor, con muy buena disposición.
alegria	EXPLICA BIEN, TIENE PACIENCIA Y BUENA DISPOSICION
ninguno	Bastante conocimientos de los contenidos, expone de excelente manera, podría responder consultas de los alumnos con mejor disposición .
ninguno	Quizá podría pasar la materia de forma más pausada, aunque se entiende que al ser modular debe llevar un ritmo más acelerado.
alegria	se agradece el gran manejo del taller
alegria	Buen profesor.
alegria	Muy grata experiencia haber realizado una feria de la salud (aún tengo muy claro lo que me correspondió exponer ese día)
alegria	Es nuevo asi que no tengo mucho que decir
ninguno	Es una de las mejores docentes que tuve este semestre. Cumple en todo sentido como profesora
alegria	excelente profesor
miedo	No tomé ramo con ella
ninguno	Sin comentarios
ninguno	Clases dinámicas, están bien enfocadas al desarrollo del tema.
ninguno	Buen profe
alegria	Excelente profesor en su área especifica, tiende a explicar de forma sencilla.
ninguno	entrega buen clima en la realizacion de clase
ninguno	no hay sugerencias
ninguno	Dar mas tiempo en los trabajos porque nos llena la semana de muchas cosas y no es la unica asignatura
alegria	explica detalladamente lo que se realizará en el laboratorio para lograr un entendimiento y desarrollo completo
tristeza	Podría hacer sus clases más dinámicas, así mantendría en él toda la atención de los estudiantes
ninguno	buen académico, sin embargo el trato hacia los estudiantes no es tan bueno
sorpresa	Dominador de la materia nada que decir pero yo no le entiendo nada al igual que otros compañeros , como critica constructiva que los ejercicios lo haga paso a paso ya que algunos quedamos con duda cuando se saltaba pasos.
ninguno	Leer dabemos todos que utilice mas metodos de enseñanza..casos . Practicos. Etc
alegria	Muy buena profesora, y lo que enseña se entiende con mucha claridad
alegria	Todo bien
ninguno	nada que sugerir
enojo	Utilice una letra más legible y procedimiento más ordenado, al momento de realizar un ejemplo u ejercicio.
ninguno	Muy capaz, pero a veces inentendible.
alegria	Excelente profesora.
ninguno	Siempre dispuesto a ayudar y responder consultas.
alegria	Excelente docente
alegria	bastante didácticas las clases, se nota que maneja muy bien los temas a tratar.
alegria	Buen manejo de su área
alegria	Optima docente que ayuda a enriquecer la entrega de conocimientos gracias a su experiencia
ninguno	siga asi
alegria	Excelente profesor, muy agradable y buen expositor, con vocación para enseñar, ayudar y apoyar al estudiante, muy responsable y sincero cuando se le presenta un problema, error o dificultad.
ninguno	Agregar juegos relacionados con la materia para hacer la clase más dinámica
alegria	Muy buen profesor
enojo	falta compromiso con el curso
alegria	muy buen docente y profesional
sorpresa	motiva al estudiante con la asignatura. Gracias!
sorpresa	Escasa retroalimentación después fe una evaluación.
ninguno	Buen profesor
ninguno	sin sugerencias
sorpresa	Sería positivo tener un mayor orden en el desarrollo de ejemplos
sorpresa	Es una asignatura esencial para lamformación del estudiante
ninguno	Buena profesional
alegria	buen profesor pero deberian aumentar las horas
alegria	profesora con un amplio dominio de la asignatura Economia , explicando claramente cada detalle
alegria	su ramo es muy util y explica de buena manera, tiene buena disposición
alegria	Profesor dedicado a la materia que enseña
ninguno	Mas comunicación con los alumnos
ninguno	Mejor organizacion en las mesas redondas.
alegria	Muy buena docente
alegria	Excelente profesor
ninguno	Nada que sumar.
ninguno	Asignatura inscrita por cupo.
enojo	sin comentarios
ninguno	Buen profesor
enojo	Su forma de enseñar es bastante mala a decir verdad, debería mejorarla bastante.
alegria	el curso es un gran aporte
ninguno	Realiza bien las clases
alegria	Excelente desempeño
alegria	excelente profesional
ninguno	Excelente profesora, su método de enseñanza y su orden a la hora de dictar la materia es muy bueno.
ninguno	Ord nada mejor los tiempos, pues se hacen Muchas actividades
alegria	la importancia de que nosotros sus alumnos aprendamos o mejorar nuestras notas es nula, no le importa si nos va bien o mal, cero motivación, además siempre estuvo dependiendo del  profesor de la otra sección al momento de evaluar o tomar alguna decisión
alegria	Buen manejo de contenidos, clases claras y didácticas.
ninguno	las clases podrian ser mas dinamica
ninguno	sin comentarios
ninguno	no hay sugerencia
ninguno	Ninguna sugerencia
ninguno	no tuve clases con ella
alegria	Buen profesor. Profesional y muy empático con los estudiantes.
ninguno	Buena profesora apasionada por lo que enseña
ninguno	ser mas comprensible con los alumnos
alegria	Muy dedicada a la preparacion de las clases, muy comprometida con los alumnos
enojo	complementar la asignatura con uso de software
enojo	Debería entregar guías de ejercicios
ninguno	todo bien
alegria	docente cercana a sus estudiantes
alegria	Muy buen profesor
ninguno	No aplica
ninguno	Demuestra alto dominio del tema, las clases son didacticas, explica muy bien la materia. Buena disposicion ante dudas y consultas, ya sea en su oficina como en clases. Bastante exigente a la hora de evaluar.
alegria	Comprometido con su asignatura y muy riguroso con disciplina y puntualidad.
ninguno	Mas tiempo para los certámenes.
ninguno	Clara par a enseñar, proporciona confianza, podría ser más didáctica en clases para que no sean muy monótonas
ninguno	Docente generalmente muy clara en sus explicaciones
enojo	Mas actividades en sus clases, no enfocarsr solo en un tipo de material para explicar la materia sino que recurrir a otras opciones.
tristeza	Es un docente destacado por sus muchos conocimientos en su asignatura, pero le falta la parte didáctica en sus clases.
alegria	excelente profesor
alegria	Muy buen profesor, nada que decir
ninguno	Buen profesor buen disposición
ninguno	solo presione tab y abajo para responder rapidamente y escribir ramos
enojo	Mejorar exposicion de clases
alegria	Excelente taller, ayuda mucho, excelente metodologia de clases
ninguno	buen profesor, siempre dispuesto a que aprendamos
ninguno	Gran dominio de asignatura, pero siempre tiene buenos tratos
alegria	Es muy cercano con sus alumnos y muy buen profesor.
ninguno	excelente profesor
ninguno	Me gusta su clase, aunque a veces parece muy monótona, es por que la materia talvez es plana
enojo	dar a respetar su postura como docente
tristeza	falta diferentes estrategias para interesarse en el ramo y tener una enseñanza mas didactica
ninguno	profesor dinamico en su enseñanza
alegria	Excelente docente explica los contenidos de una forma práctica que ayuda al aprendizaje eficaz de la materia.
enojo	Organizar mejor el tiempo
ninguno	nada que decir
enojo	disminuir la cantidad de informes durante el semestre
alegria	Profesor destacado y comprometido con el aprendizaje de sus alumnos, nada que decir
alegria	Profesor que crea un ambiente de confianza y libertad entre alumnos.
ninguno	no hay sugerencias
alegria	Me gusta que realizara diferentes formas de evaluaciones
ninguno	entretenidos los laboratorios
enojo	No entrega notas en plazos establecidos, no evalúa lo mismo que enseña, sus evaluaciones son ambiguas, pregunta cosas que jamáz pasó en clases.
ninguno	Al termino de la practica entrega las calificaciones sin retroalimentar la información
sorpresa	buen profesor. conocedor del tema
alegria	es buena tela el weñe!
ninguno	Buen profesor
alegria	Se nota planificación de cada clase y mucha responsabilidad a la hora de entregar notas y trabajos. Un ejemplo de docente.
alegria	Profesor buena onda, de preocupa por el aprendizaje
ninguno	Muy buen profesor
ninguno	No fui a su clase :(
alegria	Buen profesional.
ninguno	excelente profesora
alegria	buen profesor
ninguno	Muy buen profesional
alegria	muy buen profesor
ninguno	muy bien
enojo	que no se pase del plazo establecido reglamentariamente para entregar las calificaciones
alegria	Se explica muy bien en clases.
alegria	Excelente profesora
