etiqueta	texto
noagresivo	disminuir la cantidad de informes durante el semestre
noagresivo	111
noagresivo	Buena profesora
noagresivo	debe mejorar las habilidades sociales
noagresivo	la primera metodologia que uso en el curso era la mejor
noagresivo	buen profesor
noagresivo	Buen docente, pendiente de las clases y siempre dispuesto a explicar
noagresivo	0
noagresivo	Hacer clases mas didácticas y ludicas
noagresivo	Buena profesora, explica los contenidos de buena forma
noagresivo	Que si tiene algún inconveniente con algún personal de la UBB que lo conversen afuera del aula
noagresivo	Buena profesora
noagresivo	Se agradece el interés de la profesora por el avance de cada uno de sus estudiantes.
noagresivo	Ninguna
noagresivo	Pdf
noagresivo	Muy profesional
noagresivo	Muy buen profesor siempre apoyando y dando los tips para estudiar
noagresivo	Buen profesor, las pocas clases que tuvo fueron buenas, captaba la atención de los estudiantes. Si hubiera sido más comprometido con su labor, su evaluación sería mucho mejor.
noagresivo	good
noagresivo	sin comentarios
noagresivo	Buen profesor
noagresivo	buen profesor
noagresivo	excelente profesora
noagresivo	Ninguna sugerencia
noagresivo	entrega buen clima en la realizacion de clase
noagresivo	El mejor profe del mundo
noagresivo	Si bien las clases, son en la mayoria de participación de los alumnos, y de cooaprendizaje entre los mismos, falta que la docente realice mas clases teoricas, ya que no todos los alumnos manejan el idioma ingles al mismo nivel.
noagresivo	Falta más responsabilidad como docente
noagresivo	Buena profesora
noagresivo	Me gusto la forma de explicación de la materia
noagresivo	Ninguna
noagresivo	Buen profe
noagresivo	En líneas generales, un buen profesor. conocimientos sólidos, explica de la manera más simple. además de entregar un material de buena calidad para preparar las evaluaciones.
noagresivo	su método de enseñanza es muy efectivo
noagresivo	buen profesor
noagresivo	Que las clases sean más dinámicas
noagresivo	Creo que el ejercicio de redibujar los planos de un edificio patrimonial no eran tan pertinentes al ramo. Mas bien nos sentimos utilizados por el fin de la publicación del libro.
noagresivo	Podrían ser un poco más interesantes las clases
noagresivo	Muy buena profesora
noagresivo	que realice en pizarra mas ejercicios con los cuales se pueda ver como proceder en cada ejercicio.
noagresivo	le falta ser mas pedagógica
noagresivo	Buen profesor, tiene toda la disposición para enseñar, se nota su grado de academico
noagresivo	posee dominio del tema y fluidez en las clases
noagresivo	excelente profesora
noagresivo	buigutf
noagresivo	Buena docente clara al entregar los  contenidos
noagresivo	Atento y preocupado por sus alumnos
noagresivo	Excelente profesor y gran conocedor de la asignatura que imparte.
noagresivo	profesora interesada en la asignatura, motivando a los alumnos
noagresivo	Todo bien
noagresivo	Buena profesora y da la confianza para consultar las dudas.
noagresivo	Más disertaciones
noagresivo	buena profesora
noagresivo	Profesor que maneja lo que enseña
noagresivo	Buen profesor
noagresivo	Ninguna sugerencia
noagresivo	me encanto el taller, deberian crear mas secciones por semestre
noagresivo	Comenzar las clases puntualmente.
noagresivo	Profesor que esta siempre dispuesto a ayudar a los alumnos.
noagresivo	Súper
noagresivo	buena miss
noagresivo	buen profesor
noagresivo	----
noagresivo	buen profesor, falta un poco de claridad en sus explicaciones
noagresivo	BUENA PROFESORA
noagresivo	buen profeson siempre explicando lo justo y necesario para la evaluacion y el conosimiento que nesesittamos como estudiantes
noagresivo	Buena docente
noagresivo	es empatica con los alumnos
noagresivo	esta asignatura presenta muchos problemas a nivel de contenidos y organizacion de parte de  profesora Elsa Martinez
noagresivo	enseñanza adecuada y fácil de comprender, faltan mas horas para desarrollar bien los prácticos
noagresivo	Sin comentarios
noagresivo	Muy buen Profesor el cual su metodología de enseñanza es muy buena.
noagresivo	no tuve clases con este profesor
noagresivo	Contestar las preguntas en clases
noagresivo	explica muy bien los contenidos
noagresivo	Enseña de manera práctica y eficaz el idioma en su nivel básico
noagresivo	buena disposición
noagresivo	enfatizar mas
noagresivo	No profundizar tanto en la introducción de la asignatura, y comenzar de manera mas directa con esta pues es bastante.
noagresivo	Buena docente
noagresivo	no se
noagresivo	Las clases centradas netamente en lo expositivo tienden a ser menos efectivas, agregar dinamismo y motivación a la participación activa de los estudiantes es algo que personalmente suele motivarme
noagresivo	Buen profesor
noagresivo	Explica bien la materia
noagresivo	.....
noagresivo	dsaf
noagresivo	Sería positivo tener un mayor orden en el desarrollo de ejemplos
noagresivo	excelente profesor
noagresivo	no aplica. No tuve clases con este docente
noagresivo	Nada que sumar.
noagresivo	excelente profesora
noagresivo	excelente profesora, comprensiva y con mucha energia y ayuda a sus alumnas
noagresivo	Muy buenas sus clases
noagresivo	Buena profesora
noagresivo	Ojala siga manteniendo su buen trato y cercanía hacia los alumnos, ya que crea un ambiente muy amigable y da gusto asistir a sus clases, además de que desarrolla temas que son de gran interés de los estudiantes de diseño. Que sea Jefe de carrera otra vez!
noagresivo	muy interactivas sus clases
noagresivo	La docente no demuestra dominio en los contenidos de la disciplina que enseña, puesto solo lee las presentaciones.
noagresivo	clases más didacticas
noagresivo	la mejor profe de inglés de todas
noagresivo	sin sugerencias
noagresivo	Buen profe
noagresivo	Clases dinámicas, están bien enfocadas al desarrollo del tema.
noagresivo	muy buena profesora
noagresivo	demasiada exigencia en el momento de la evaluacion
noagresivo	Excelente profesor, preocupado por sus alumnos, dominio de conceptos evidente.
noagresivo	Entrega la información de forma muy clara y precisa, además de buena disposición para consultas fuera del horario de clases
noagresivo	Excelente desempeño
noagresivo	Profesora muy clara al momento de explicar una idea o concepto.
noagresivo	No hubo concenso en algunos temas con el otro profesor de ramo
noagresivo	buena profesora, clara en sus explicaciones,puntual con entrega de notas
noagresivo	Buena profesora, con buena disposición para aclarar dudas
noagresivo	Explica muy bien los contenidos, lo único que me hacia sentir incomoda era que las clases las terminaba el ayudante a veces.
noagresivo	Debería facilitarnos las clases o subirlas a la plataforma
noagresivo	xd
noagresivo	Me encantaban sus clases, me hacían pensar mucho en la forma en que se dan las cosas en las empresas, y la deficiencia que tenemos como país, y como podemos cambiarlo, así que no cambie su forma de enseñar, aprendí muchísimo
noagresivo	tiene mucho conocimiento, pero al enseñar se complica mucho.
noagresivo	amigable y profesional
noagresivo	:)
noagresivo	buena profe
noagresivo	Podría ser más amable
noagresivo	buen desarrollo de la asignatura
noagresivo	Bien
noagresivo	Súper buena profe
noagresivo	Que no haga más certámenes orales!!
noagresivo	las clases  son muy didácticas y participativas lo que promueven la confianza de grupo
noagresivo	nn
noagresivo	es excelente en lo que se refiere a su asignatura
noagresivo	excelente docente
noagresivo	clases muy didacticas
noagresivo	No tengo criticas, es una profesora muy objetiva en su trabajo.
noagresivo	Conoce el tema
noagresivo	sus clases son muy productivas
noagresivo	Buen profesor
noagresivo	Exclenete profesora, hace falta una geografa con aquellas caracteristicas en nuestra universidad y en nuestra carrera, genera empatia, simpatia y un ambiente grato a diferencia de distintos profesores del area geografica.
noagresivo	me hizo como 4 o 5 clases
noagresivo	EXPLICA BIEN, TIENE PACIENCIA Y BUENA DISPOSICION
noagresivo	Demuestra alto dominio del tema, las clases son didacticas, explica muy bien la materia. Buena disposicion ante dudas y consultas, ya sea en su oficina como en clases. Bastante exigente a la hora de evaluar.
noagresivo	Buen profe
noagresivo	Que de mas plazo para la ejecución de los trabajos
noagresivo	Profesor dedicado a la materia que enseña
noagresivo	buen profesor
noagresivo	n
noagresivo	es un buen profesor, sabe lo que está enseñando, tiene buena metodología de enseñar
noagresivo	Mal dominio de la materia. No explica bien. Poca empatía con sus alumnos.
noagresivo	ninguna
noagresivo	Quizá podría pasar la materia de forma más pausada, aunque se entiende que al ser modular debe llevar un ritmo más acelerado.
noagresivo	sin comentarios
noagresivo	Debería asegurarse de que los contenidos sean aprendidos, no memorizados.
noagresivo	Es un poco enredado para enseñar
noagresivo	No tirar bromas pesadas
noagresivo	evaluaciones correspondiente con el tiempo acordado, ya que son muy extensos y dudo que hasta el mismo profesor los termine.
noagresivo	Ninguna.
noagresivo	Organizar mejor el tiempo
noagresivo	mucho dominio en la materia
noagresivo	no tengo comentarios que hacer
noagresivo	Muy buena profesora
noagresivo	nada que decir
noagresivo	Sin Comentarios
noagresivo	en realidad no es mi profesor de anteproyecto, por lo tanto no lo puedo evaluar
noagresivo	buen profesor.
noagresivo	ninguna
noagresivo	todo bien
noagresivo	excelente profesor
noagresivo	Excelente profesor, siempre atiende con buena disposicion, sus clases son didacticas por lo tanto capta mi atencion
noagresivo	Que utilice más el proyector. Y haga más ejerciocio que materia. Todo lo demás está muy bien.
noagresivo	ninguna
noagresivo	Sin comentarios
noagresivo	no lo conosco
noagresivo	muy buen electivo
noagresivo	enseñar mas programacion de diseño
noagresivo	solo falta un poco mas de caracter
noagresivo	ninguna sugerencia
noagresivo	Excelente disposición con sus estudiantes.
noagresivo	agradable profesor, simpático con los estudiantes
noagresivo	Excelente disponibilidad para atender a los estudiantes
noagresivo	Es necesario considerar que esta encuesta no aplica mucho a Actividad de Titulación, ya que el trabajo con el profesor es individuaizado, no se hacen clase sino reuniones.
noagresivo	muy buen profesor, nada que reprochar.
noagresivo	dtfyiguon
noagresivo	Clara par a enseñar, proporciona confianza, podría ser más didáctica en clases para que no sean muy monótonas
noagresivo	Profesora que se destaca por su buena voluntad y disposición al momento de responder dudas dentro o fuera del horario de clases. Además muy preocupada por que todos aprendamos.
noagresivo	mas participacion de los alumnos le falta incluirlos en las clases
noagresivo	Muy buena disposición a ayudar
noagresivo	Buena profesora
noagresivo	contenidos necesarios dentro de la carrera
noagresivo	tiene buena disposición frente a cualquier problemática
noagresivo	Profesor muy responsable y hace las clases muy gratas
noagresivo	Responsable
noagresivo	L
noagresivo	buen profesor
noagresivo	Sin comentarios
noagresivo	es el mejor profesor de la Castilla
noagresivo	sin comentarios
noagresivo	excelente profesor
noagresivo	Excelente desempeño profesor
noagresivo	es chistoso
noagresivo	Good
noagresivo	Alto conocimiento y dedicado a enseñar
noagresivo	Buenas clases
noagresivo	sin comentarios
noagresivo	Buena disposición.
noagresivo	siga asi
noagresivo	Buena metodología para enseñar
noagresivo	buen ambiente dentro de la clase, es agradable asistir a ellas.
noagresivo	:(
noagresivo	muy puntual
noagresivo	sus clases son dinamicas, entretenidas y facil de comprender
noagresivo	Muy buena profesora y buena asignatura
noagresivo	ninguna
noagresivo	su versión de profesor malvado es divertida
noagresivo	Tiene gran conocimiento de lo que enseña
noagresivo	Regular
noagresivo	por mi parte no le podría llamar profesor.no sabe hacer clases.sus pautas de años anteriores estaban malas.no respeta el plazo de entrega de notas.
noagresivo	Ninguna
noagresivo	Nada que decir
noagresivo	muy poco didactico, cerrado
noagresivo	Debería probar con otros métodos de enseñanza
noagresivo	realizar clases con mayor motivacion y dinamismo
noagresivo	Buen profesor
noagresivo	falta mas horas teoricas en algunas asignaturas , por lo que los alumnos al momento de la practica quedan al debe
noagresivo	Profesor destacado y comprometido con el aprendizaje de sus alumnos, nada que decir
noagresivo	Mejorar el tiempo de entrega de evaluaciones
noagresivo	Sabe explicar el contenido
noagresivo	la metodología es sencilla y de gran ayuda para la comprensión de los contenidos
noagresivo	Genera un ambiente grato y de confianza
noagresivo	Creo que debería tener una retro alimentación de los casos que hacemos en clase
noagresivo	No hay sugerencias
noagresivo	Muy intuitivo.
noagresivo	Profesora con buen carisma dentro del aula. Entrega contenidos de la asignatura de forma clara pero aún así en mi caso hubo dificultad de comprensión
noagresivo	Demasiada demora en la entrega de notas, sobretodo las últimas que son las más importantes.
noagresivo	Muy buena metodología de aprendizaje
noagresivo	Cada vez que uno requiere resolver una duda y recurre a su oficina, no está o simplemente no quiere atender, siendo este su horario de atención a estudiantes .
noagresivo	la profesora cumple con la gran mayoría de los criterios establecidos pero por otro lado podría ser un poco mas alegre y no tan seria para tener un mayor agrado al momento de ir a sus clases.
noagresivo	excelente docente, excelente asignatura
noagresivo	Bastante conocimientos de los contenidos, expone de excelente manera, podría responder consultas de los alumnos con mejor disposición .
noagresivo	buen profesor
noagresivo	Muy buena docente
noagresivo	Pasa materia y pocos ejercicios
noagresivo	Realiza bien las clases
noagresivo	Buen profesor
noagresivo	siga asi
noagresivo	sin comentarios
noagresivo	mantiene en clases un ambiente de respeto dando lugar a dudas y conversacion sobre los temas de clase. lo que me parece ayuda al aprendzaje
noagresivo	Bien.
noagresivo	le falta actualización de contenidos y métodos de enseñanza
noagresivo	se agradece el gran manejo del taller
noagresivo	el profesor maneja perfectamente los contenidos de la asignatura, procura que todos sus estudiantes comprendan las instrucciones y con mucha paciencia nos explica la materia las veces que sea necesario.
noagresivo	Muy buen profesor, nada que decir
noagresivo	Podría revisar a tiempo los certámenes
noagresivo	sugiero realizar mas ejercicios prácticos y  crear una identidad como profesor
noagresivo	Buena profesora y colaboradora para el aprendizaje para cada alumno.
noagresivo	buen profesor
noagresivo	Exclente docente. Preocupada de motivarnos como estudiantes y promueve a una mentalidad critica y objetiva.
noagresivo	muy buen profesor, excelente dominio del tema y de sus conocimientos
noagresivo	Muy buena profesora, con buena disposición.
noagresivo	sus clases son entretenidas
noagresivo	cuando vaya a las clases debería concentrarse en la clase y no estar haciendo otras cosas en su teléfono o su computador
noagresivo	Excelente, todo claro <3
noagresivo	Docente excelente, con grandes conocimientos y ademas vocacion por enseñar
noagresivo	se agradece su simpatia
noagresivo	Se demore menos en entregar las notas
noagresivo	sin sugerencias
noagresivo	ninguno
noagresivo	dispuesto a ayudar, atento
noagresivo	Excelente
noagresivo	Debió escoger y supervisar mejor el contenido del curso, ya que algunos de estos no parecieran tener mucha relacion con la carrera Ingenieria civil.
noagresivo	Excelente profesor
noagresivo	Hablar más lento
noagresivo	muy buena disposición y metodología de  enseñanza
noagresivo	Realiza bien sus clases
noagresivo	excelente docente, gran manejo del tema
noagresivo	Muy buen profesor
noagresivo	pedir un poco de asistencia a sus alumnos ya que creo que esa es la causa de las tan bajas notas en todos los ramos
noagresivo	buen profesor
noagresivo	Excelente docente
noagresivo	Excelente disponibilidad con sus alumnos, escucha y comprende las diversas situaciones que se le planteen.
noagresivo	solo presione tab y abajo para responder rapidamente y escribir ramos
noagresivo	No interrumpir a alumnos, tener mejor trato con ellos.
noagresivo	ninguno
noagresivo	Realiza un buen trabajo con los estudiantes.
noagresivo	muy buen profesor
noagresivo	Buena Docente
noagresivo	ninguno
noagresivo	El profesor desde un principio de la asignatura intentó que el curso fuera lo más ameno posible, intengrando tanto teoría como ejercicios prácticos que hicieron de la asignatura una instancia agradable.
noagresivo	La profesora crea espacios de confianza y de buena disposición para enseñar
noagresivo	asd
noagresivo	Profesor con alto conocimiento de la asignatura y grato ambiente en sus clases, lo mejor son los laboratorios donde se exponen y enseñan los diferentes tipos de rocas y sus características.
noagresivo	nada que decir
noagresivo	excelente profesora, nada que decir.
noagresivo	mayor dedicación a la hora de entregar notas y revisar certámenes.
noagresivo	muy bien
noagresivo	No le interesa enseñar
noagresivo	Quizá debería participar de las actividades junto con los alumnos.
noagresivo	Buena profesora y responsable con las actividades de la clase
noagresivo	buen profesor, pero debería cambiar  la actitud de no dar permiso para salir al baño a los alumnos.
noagresivo	Nada que sugerir, las clases son completas y bien explicadas.
noagresivo	EXCELENTE DOCENTE
noagresivo	naaaada
noagresivo	Muy buen profesor. A pesar de la complejidad de la materia trataba de explicarla de manera mas sencilla.
noagresivo	excelente profesor
noagresivo	Todo buen
noagresivo	Excelente metodologia de enseñanza
noagresivo	Muy enredado para explicar. Y debería explicar también para los que no sabemos nada de ilustracion, no todos manejan el tema
noagresivo	ninguna
noagresivo	le falta ser objetiva.
noagresivo	falta de puntualidad en horarios de clases
noagresivo	No tengo comentarios
noagresivo	En general sus clases son interesantes y buenas
noagresivo	Me parecen muy entretenidas sus clases,ya que es un ambiente agradable.
noagresivo	bien
noagresivo	bien
noagresivo	No fue mi profesor
noagresivo	Buena profe
noagresivo	Mejor organizacion en las mesas redondas.
noagresivo	Buena profesional
noagresivo	que explique mejor en clases, aveces no se le entiende nada de lo que él dice
noagresivo	Encuentro que explica bien la materia y tiene mucho dominio del tema, pero al momento de las tareas, test y certámenes hace ejercicios mucho más difíciles y enredados que en la clase.
noagresivo	Excelente profesor, explica claramente. Mejorar la ortografía y pronunciación al dictar o comentar
noagresivo	debe respetar las horas de clases
noagresivo	0
noagresivo	las clases fueron muy pocas como para dar una opinión concreta sobre como enseña el docente
noagresivo	aumentar las salidas a terreno en clases
noagresivo	El profesor tiene preferencias con ciertos alumnos....
noagresivo	Se sugiere no pasar la materia de forma tan acelerada
noagresivo	Buen dominio de la materia expuesta en clases, ademas de complementarse con fuentes pertinentes a la asignatura.
noagresivo	Buen profesor, sugiero mas coordinación con la profesora jefe de la asignatura.
noagresivo	Muy buen profesor
noagresivo	excelente profesora
noagresivo	ewe2
noagresivo	Tener mejor relación entre profesor y alumno.
noagresivo	Elegir una sala mas amplia para las clases
noagresivo	La docente tiene buena disponibilidad para resolver dudas
noagresivo	Buena profesora, siempre transmitiendo buena onda
noagresivo	es bueno
noagresivo	no sugerencias
noagresivo	LA MEJOR PROFESORA DE LA ESCUELA
noagresivo	Excelente profesor, buena didactica para realizar las clases
noagresivo	Me gusta su clase, aunque a veces parece muy monótona, es por que la materia talvez es plana
noagresivo	En proceso de docente
noagresivo	muy buen profesor
noagresivo	Me gustaría un poco más de disposición y simpatía a la hora de hablar o atender al estudiante.
noagresivo	sin comentarios
noagresivo	Que la profesora se enfoque más en ejercicios prácticos que más nos acerquen a la vida real.
noagresivo	Enseña bien
noagresivo	Buen profesor
noagresivo	Realiza muy buenas clases aclarando dudas de sus estudiantes y también entregando lo máximo de sí para todos nosotros.
noagresivo	Profesor que se nota que sabe mucho, aunque un poco estricto en cuanto a los contenidos.
noagresivo	Muy buen profesor
noagresivo	bien aunque falta mas explicacion del tema y que no quiten tan rapido la informacion
noagresivo	Gracias por las clases
noagresivo	Docente
noagresivo	excelente docente, apoya a estudiantes, comprende sus situaciones y avanza según sus capacidades
noagresivo	no me gusto el ramo no lo entendi no aprendi nada
noagresivo	nada que decir
noagresivo	ninguna
noagresivo	Agradecer su paciencia, cuando no se entendía algún contenido y por su pronta respuesta
noagresivo	Desarrolla la clase con dominio de los temas pero, a veces no es totalmente clara a la hora de explicar consultas realizadas por alumnos.
noagresivo	debe ser mas estricto
noagresivo	No me parece un profesor preparado para dar clases no explica materias, es muy monótono, no ejerce interacción con estudiantes, solo lee textos. No se preocupa de que los alumnos estén aprendiendo o no, sólo se preocupa de cumplir su hora de clases.
noagresivo	nunca falto a ninguna clase
noagresivo	buena profesora
noagresivo	Excelente profesor con gran conocimiento en la materia.
noagresivo	a
noagresivo	asd
noagresivo	interesante el electivo
noagresivo	sin sugerencias
noagresivo	buen profesor
noagresivo	buen profesor
noagresivo	Excelente docente, muy buen profesor, conocimiento y dominio total del tema el cual enseña
noagresivo	muy buen profesor , explica muy bien la materia
noagresivo	El profesor no genera un lazo con los estudiantes en el sentido de preguntar consultas en clases dado que si el considera que la pegunta es tonta responde de mala forma y a veces insultando a los alumnos.
noagresivo	Demuestra mucho dominio de la tematica pero algo monotono lo que produce un poco de desinteres a la larga
noagresivo	ninguna
noagresivo	le falta mas variedad a sus clases, que no sean tan monotonas
noagresivo	buen profesor pero le falta mas dinamismo en sus clases (son un poco aburridas y monotomas)
noagresivo	Maneja a la perfección los contenidos
noagresivo	Muy didácticas las clases para entender mejor, pero debería entregar las notas en el plazo correspondiente
noagresivo	muy buen profesor.
noagresivo	Mejorar su comunicación
noagresivo	Dedicado, atento.
noagresivo	Muy buen profesor, dedicado y responsable, con notas, evaluaciones, etc. Clases didácticas y da la opción de aclarar todas las dudas.
noagresivo	s/c
noagresivo	Encuentro interesante la forma de enseñanza del profesor
noagresivo	excelente profesor
noagresivo	Dar las notas cuando corresponde.
noagresivo	En general siempre tuvo la disposición para responder dudas
noagresivo	S/C
noagresivo	Clases didactididácticas
noagresivo	Docente que maneja el ramo.
noagresivo	buena disposición para enseñar
noagresivo	Docente con grandes expectativas, y una de las pocas que incentiva a sus alumnos
noagresivo	buena profesora
noagresivo	Muy buena profesora, y lo que enseña se entiende con mucha claridad
noagresivo	motiva al estudiante con la asignatura. Gracias!
noagresivo	Continue con su metodologia de evaluacion
noagresivo	BUEN PROFESOR
noagresivo	profesora empatica, buena disposición
noagresivo	ampliar plazo de entregas
noagresivo	muy buena docente
noagresivo	Sin sugerencia
noagresivo	muy buena profesora
noagresivo	asista
noagresivo	Que pase mas tiempo en las clases
noagresivo	Profesor altamente recomendable.
noagresivo	Qué los certámenes sean basados en lo que explica en clases, no de comprensión lectora.
noagresivo	No curse este ramo porque hubo una equivocacion al tomarlo
noagresivo	excelente docente
noagresivo	la realización de sus certámenes contienen mucha información de memoria los cuales prefiero que sean mas de aplicación en casos clínicos.
noagresivo	Los jitts no sirven
noagresivo	Entregar notas con mayor antelación
noagresivo	el curso es un gran aporte
noagresivo	sus clases son didácticas
noagresivo	excelente profesor
noagresivo	tela la estela
noagresivo	Es una persona muy negativa, por lo que no genera interés en la asignatura a los estudiantes.
noagresivo	buen profesor
noagresivo	Excelente
noagresivo	profesor comprometido con enseñar a pesar de las dificultades de los alumnos y el entorno del diseño
noagresivo	no tengo sugerencias
noagresivo	Buen profesor, explica bien los contenidos, y se asegura de que los alumnos entiendan
noagresivo	Buen profesor
noagresivo	muy buena profesora
noagresivo	Clases didáctica
noagresivo	Me gustaron sus clases
noagresivo	No tuve clases con el profesor
noagresivo	no tengo sugerencias
noagresivo	Buen profesor
noagresivo	Buena profesora, responsable muy profesional
noagresivo	Excelente profesor, muy agradable y buen expositor, con vocación para enseñar, ayudar y apoyar al estudiante, muy responsable y sincero cuando se le presenta un problema, error o dificultad.
noagresivo	Un excelente profesor, se da el tiempo para responder cada duda que tiene el alumno.
noagresivo	Buena profesora
noagresivo	excelente ramo integral, buena experiencia
noagresivo	sdgfbaadfb
noagresivo	crea un buen ambiente en la sala y esta siempre dispuesto a ayudar
noagresivo	Excelente profesor. Solo falta dedicar mas tiempo a la revisión de certámenes que para mi es muy importante.
noagresivo	Excelente profesor, creaba un ambiente grato y tenia toda la disposición ante cualquier duda
noagresivo	Profesor con muy buen manejo de contenidos.
noagresivo	s
noagresivo	hacer todas las clases frente a un computador para un mejor desempeño de los alumnos
noagresivo	buen profesor
noagresivo	Clases poco didacticas
noagresivo	Gran profesional, muy claro en sus clases, ojalá todos fueran así de claros.
noagresivo	buena profesora
noagresivo	Demuestra paciencia,motivación,disponibilidad y firmeza.
noagresivo	Profesor comprometido con su asignatura.
noagresivo	a la altura
noagresivo	Muy grata experiencia haber realizado una feria de la salud (aún tengo muy claro lo que me correspondió exponer ese día)
noagresivo	Buen profesor, aunque le hace falta ser mas creativo al momento de realizar sus clases para que los alumnos no se aburran y al momento de realizar las preguntas de dudas que sea mas amplio en sus respuestas no lo que el espera que entendamos
noagresivo	Muy buen profesor
noagresivo	Clases participativas y didácticas
noagresivo	no ser tan enojona
noagresivo	Buen profesor solo falta mejor explicación de las actividades
noagresivo	Buen docente
noagresivo	Perfect
noagresivo	sin comentarios
noagresivo	Es una profesora que maneja su asignatura, sin embargo no supo cómo nivelarnos al nivel de su asignatura, ya que el ramo que le antecede (Termodinámica 1) fue muy básico para lo que debíamos saber.
noagresivo	a pesar de ser un ramo fome, usted lo hace entretenido se agradece
noagresivo	Excelente docente que genera un espacio para cada estudiante dando a conocer su conocimiento,.
noagresivo	Es un muy buen profesor, sabe mucho de lo que enseña.
noagresivo	El profesor domina muy bien sus conocimientos, se le entiende la materia y es dinamico en sus clases
noagresivo	Profesor con pensamiento crítico desarrollado, pero muy disperso.
noagresivo	buena profe
noagresivo	Exponer de forma más clara las instrucciones  de los trabajos a realizar
noagresivo	Falta motivación con horarios, puntualidad y revisión de certámenes en su ramo.
noagresivo	Buena forma de hacer el ramo ya que se evaluaba la compresion de la materia y no la memorizacion de ella.
noagresivo	un buen docente, aunque siento que a veces es un tanto llevado a sus ideas, lo que no me parece mal, pero si es un tanto subjetivo.
noagresivo	No refiere
noagresivo	discriminación
noagresivo	Ayuda con todas las consultas o preguntas a los alumnos
noagresivo	explica bien
noagresivo	Buen profesor. Profesional y muy empático con los estudiantes.
noagresivo	Ninguna
noagresivo	Buena profesora
noagresivo	es el encargado del programa y no es aplicable a nuestra carrera
noagresivo	exelente profesor,un gran motivador
noagresivo	es una persona muy preparada, comprometida
noagresivo	Buen profesor
noagresivo	muy buen profesor
noagresivo	profesor dinamico en su enseñanza
