disgust;los zurdos deben estar nadando en un lago de baba boric piensa en la reforma de la constitucion y entre los integrantes de la convencion constituyente hay una mujer mapuche frustrado
anger;que no entiendo porque quitaron los cubos de nuggets del mc donalds maldecir
disgust;tengo que dejar de salir todas las mananas de mi casa sin desayunar frustrado
anger;psicologa y psicologa enfadado enfadado enfadado
anger;fua boludx abris los ojos y ya estas transpirando enfadado
anger;lucas duerme como el orto le voy romper la cabeza enfadado
disgust;no habia otro dia que el de la loteria pa que mis vecinos hicieran reformas en su casa frustrado
disgust;esa es la que le cae frustrado
anger;lo peor que pueden hacer es llamarme cuando estoy durmiendo enfadado
anger;tendre que salir al bano en el trabajo esta tarde para ver el video de hermes enfadado
anger;odio tanto estar enferma cabreado
anger;no entiendo como hay gente que se levanta con tantas ganas de preguntar pelotudeces enfadado
anger;que manera de no poder dormir bien enfadado
anger;anoche dormi como el cul sone cosas horriblea y me levante re angustiada algo mas cabreado
disgust;son buenos dias si tenia un turno ahora a la manana se rompio la cerradura del depto y no puedo entrar frustrado
disgust;como que tengo turno para ir a colocarme la 3er dosis frustrado solo voy a ir por si levanto fiebre el no aparezco jajajaj
disgust;otro ano mas con salud frustrado
anger;primera vez que porque hace calor me pongo el ambo solo sin remera abajo y ya estoy molesta maldito cuello escote v se ve todo enfadado enfadado
anger;que linda hora para ir a la dentista enfadado
disgust;no les voy a decir quien se volvio caminando con lluvia anoche y tiene la garganta pateada frustrado
anger;tarde de jarras y blanco para celebrar el truno que me ha tocado cabreado
disgust;no se que quiero ponerme en navidad en pedo seguro pero y de ropa frustrado
disgust;una semana trabajando y ya no soporto a la gente tan mal educada va a ser y encima siempre el cliente tiene la razon frustrado
disgust;sone contigo frustrado
disgust;en las tiendas no en mas tiendas frustrado corrector metido
disgust;como se me pego esa cancion jajaja ya la escuche veces frustrado
anger;me puse a mirar los recuerdos y que bueno tierno y cargoso que soy de novio pero nadie me quiere enfadado
anger;destesssssto la impuntualidad enfadado enfadado
disgust;ah pero ayer no me costo ni un chin despertarme frustrado
disgust;vacaciones y uno con el ojo abierto desde las am frustrado
anger;lo malo que te bloqueen en no poder defenderte ante el mensaje maldecir
anger;que ha tocado un cuarto premio en el pueblo de mis abuelos y no nos ha tocado enfadado
disgust;bueno vamo a ve que dice el medico frustrado
disgust;pues no me ha tocado nada ya me podrias tocar tu frustrado
anger;mira que a mi no me cae mal ninguna mina pero esta se esta ganando mi odio completamente maldecir
disgust;era con bloquearme desbloquearme frustrado
anger;los diputados no pagan impuestos juegan con un fuego que a ellos no les quema maldecir
anger;odio que todos los tik toks que quiero subir a cf no me deja descargarlos enfadado
anger;seguimos rascando enfadado
disgust;como le digo que no le aguanto frustrado sin decirle que no le aguanto facepalm
anger;me estoy enterando que rodolfo el reno se llama petteri aca en finlandia puros enganos no se puede confiar en nadie verdaderamente cabreado
disgust;la puta mierda de vida que llevo frustrado
anger;todo este desastre para que al final no llueva nada enfadado
disgust; de la manana y ya hace grados como les puede gustar esto es algo que no entiendo frustrado
disgust;buen dia buen dia esto de madrugar ya me acostumbre frustrado
disgust;me hubiera gustado que me tocara la loteria como el ano pasado te toco loteria el ano pasado no pero tambien me habria gustado frustrado
disgust;no son horas de estar despierta frustrado
disgust;ya odio la rutina frustrado
disgust;de vacaciones y levantandome temprano frustrado
anger;chucha ora vez me levante a las de la madrugada no chingues enfadado
disgust;que inutil me siento cuando no puedo hacer algo tecnologico estoy intentando cargar los datos del previaje hace hs y no encuentro ningun dato frustrado
anger;todas las mananas van a ser asi ahora enfadado
disgust;ya no hay buenos dias bart solo dias frustrado
anger;que viene gisela a molina a cantar concert kids perdona es concert teens porque no me lo puedo perder enfadado enfadado
disgust;levantarme de mal humor es lo peor que me puede pasar frustrado
disgust;saco los pies para sentir fresquito y olivia me los muerde querida te podes calmar frustrado
anger;un dia me hace llorar y hoy estoy aqui en el sofa con el cabreado
anger;humedad calor bichos sapos moscas enfadado
anger;no me ha tocado un quinto premio por un numero el primero en cuestion estoy que me arano pa arriba cabreado
anger;es que aun no pude ver ni el ni el enfadado pero lo que subieron hoy menos mal que tiene sus en ingles
anger;no entiendo porque la gente tiene contrasenas y cuando se necesita nl se acuerdan ninguna ptm maldecir
anger;tumonitorfavorito cabreado
anger;detesto q me acorda cabreado
disgust;si dormi horas es mucho frustrado
disgust;por cierto que el ano pasado dije que nunca mas iba a jugar al amigo secreto frustrado
anger;al menos es curro para lo del ano que viene espacio espacio espacio pero mucho curro enfadado enfadado enfadado
disgust;re caros estan los juguetes frustrado
anger;quieor escribir starbcks y no puedo porque tengo mucho curro enfadado enfadado enfadado enfadado enfadado enfadado
disgust;tanto analista comentando el futuro gabinete pero q ni siquiera se han leido el programa ni parece interesarles los desafios sociales q enfrentara el nuevo gobierno han llegado a decir q salud es un ministerio d menor relevancia y q no se puede desperdiciar ahi a izkia siches frustrado
disgust;no tengo que hacer ni mierda pero ya estoy despierta frustrado
anger;el proximo que pida mi numero lo bloqueo enfadado caso cerrado
disgust;sigo con sueno frustrado
anger;parece parece que se me tapo algo en el techo de casa y como ahora en mendoza llueve todos los dias y esta lloviendo desde las de la manana hace mas de horas tengo una hermosa cascada de agua en una habitacion her mo so enfadado
disgust;yo tambien quiero churritos con chocolate frustrado
anger;de cr quente logo cedo maldecir
disgust;bueno se acabo lo que se daba frustrado
anger;que peor sensacion es la impotencia cabreado
disgust;apoco todavia no se despiertan frustrado
disgust;vienen dos tipos hablando de dios en el bondi buen dia genchi frustrado
disgust;en una relacion hay gente que estanca y gente que desestanca en que grupo estas frustrado
anger;lo malo de vivir cerca del trabajo que cuando suena la puta alarma me despierta no son horas chingao enfadado
disgust;ni bien empieza el dia y ya me he perdido en el metro frustrado
disgust;los cajeros de san gui o no funcionan o no tienen dinero nunca durante la semana frustrado
disgust;no puedo creer que a mme macron le dijeran trans ya no hayan que inventar frustrado
anger;tan leeeennndooooo mi papa maldecir enfadado
anger;astursalud creo q t estas pasando ya dame ya mi resultado enfadado enfadado enfadado
anger;el final de hawkeye enfadado no me puedo creer que en menos de una semana marvel haya pasado de hacer el mayor fan service de la historia a marcarse un ralph boner 
anger;que inferno caraaaa cabreado cabreado cabreado cabreado
anger;frances tenia que ser es que enfadado enfadado enfadado enfadado
anger;como que como que no me ha tocado el gordo enfadado enfadado enfadado enfadado enfadado enfadado
disgust;encima que compro chipa se quejan frustrado
anger;es que de verdad a quien no le puede gustar el bifrutas enfadado
anger;amets te echo de menos enfadado enfadado
anger;esto me pasa por confiar en un frances enfadado
disgust;no lindos no quiero verga muchas gracias frustrado
disgust;la maldita costumbre de no apagar el aire y despues levantarme congestionada frustrado
anger;no me puede luego ver sin hacer nada mi mama enfadado enfadado
anger;que hago despierta cabreado
disgust;no puede ser que no pueda dormir un poco mas frustrado
anger;malditas fiestas todas las gente estan re desesperada enfadado
disgust;tenemos dos decimos a medias nos ha tocado lo puesto en eurazos frustrado
anger;tener que bloquear la tarjeta de april solo por mi paz mental enfadado
anger;ya arranque temprano puteando a un viejo verde maldecir
anger;enfermeras culias son tan como la caca enfadado enfadado enfadado enfadado
anger;no me va hacer ninguna gracia que lo sepa maldad
anger;me pongo en modo colchonero no estoy conforme con este sorteo que lo repitan enfadado
anger;neta que el area de seguridad en el aeropuerto de monterrey son unos incompetentes cuando viajas con mascotas maldecir cabreado
anger;odio como todos los miercoles se ponen a cortarle el pasto a mi vecina a las am maldecir
anger;si dormi una hora fue mucho que bronca enfadado
anger;aja mucha risa y todo el video es buenisimo pero juan sebastian el maracucho del video del perro me parece damn cute enfadado enfadado enfadado mexicano
disgust;culia no se si vender la entrada de la gran navidad o esperar para ver que onda o ke frustrado
anger;sobre que no pude dormir en toda la noche mi vieja me desperto a las cabreado
disgust;como arrancaron su manana yo voy detectando tickets de pago truchos frustrado gente de mierda
disgust;mi hermano se fue hace dias mas o menos con su chica y ni se acuerda de la familia frustrado
anger; de diciembre allegra sigue sin atuendo no compre regalo de papa noel y no se donde pasamos por que dejo todo para lo ultimo maldecir
anger;vaya por dios otro ano sin ser rica cabreado
anger; por cinco numeros cabreado
anger;como me van a cancelar el turno y ni si quiera son capas de avisarme los hdp enfadado
anger;cada noche hago competencia para ver en cual duermo peor enfadado
anger;otro ano currando cabreado
anger;harta de conductores de uber que aceptan el viaje y no se mueven hasta saber si vas a pagar con tarjeta o en efectivo ningun servicio funciona en esta aldea carajo cabreado
anger; decimos mas los compartidos y no llevo ni un puto maldecir mi destino es ser un tieso
anger;ala ya no me toca el gordo enfadado
anger;odiando este calor a esta hora cabreado
anger;quiero cancelar a mi maestro de religion enfadado
anger;estar enfermo me pone de mal humor enfadado
disgust;te voy hacer ese pionono de roquefort que te gusta tanto frustrado no mi ciela no me gusta ese dia tenia hambre y te comia hasta a vos mi falta de expresion arruina mi salud mental y mi digestion
disgust;pues nada no soy millonaria frustrado
anger;llevo toda la semana con pesadillas yo creo que ya es suficiente enfadado
anger;lo de la federacion madrilena de patinaje es un desproposito sacan los precios de las licencias de pero ni rastro del calendario de competiciones el dinero nos importa los patinadores ya si eso maldecir enfadado
anger;voy a vengarme de ese marica enfadado
disgust;men frustrado amirite
disgust;donde vas estas fiestas a new york ostras que bien no la misma mierda pero en otro horario frustrado
anger;me copio cabreado cuantos puntos me dais me caes bien mutual fav me gusta tu cuenta me pareces guape me gusta tu personalidad me gustaria abrazarte me haces reir crush me pareces atractive amiguis te admiro polvazo
anger;estos aviones uras hacen mucho ruido xq pasan por arriba del techo maldecir
disgust;dadme las felices fiestas que todavia te tiro una silla a la cabeza frustrado
anger;que necesidad de que la gente sea tan rompe bolas alas de la manana maldecir
disgust;odio hacer fila en el banco frustrado
disgust;proximo stream lunes dic frustrado
disgust;estoy de vacaciones y me hacen madrugar frustrado
disgust;dios mio en que momento me meti en esta situacion frustrado
disgust;que atacadita y de mal humor me levante frustrado no se cruzen ni me busquen hoy e
anger;vaya mierda de clima paris enfadado
disgust;es increible como vengo sobreviviendo a los spoilers de spider man necesito ir a verla lo antes posible frustrado
anger;mientras el barcelona no levante una voz o sea no monte un pollo como lo hizo monchi en su momento no nos respetaran los arbitros lo del arbitraje de anoche fue de carcel todavia no me explico como salieron los jugadores sin lesiones graves del campo enfadado
disgust;btw hace mas de dos anos que retrasaron minions frustrado
anger;me cago en juanma y en la educacion fisica maldecir maldecir enfadado enfadado
disgust;las ganas de irme que tengo frustrado
anger;menstruacion enfadado enfadado
disgust;bueno pues parece que otro ano que seguimos pobre frustrado
disgust;al menos no necesito manejar de manera urgente o si no estaria peor frustrado
disgust;sono la alarma y que rabia perra maldita anti patriota frustrado
anger;quiero comprar katsuobushi enfadado enfadado q rico esta
disgust;de verdad la gente pelea por un asiento a las 7am frustrado
anger;no es un punto es lo cortisima que tengo la mecha rai nau maldecir
disgust;manana lluviosas en diciembre dormido frustrado
disgust;lo que me ha costado estar bien toda una semana tu lo jodes solo en un dia lo tuyo es un don frustrado
disgust; am despierto pero si sere hijo de puta tambien frustrado
disgust;perras mamadas frustrado
disgust;entre los mosquito y el calor me hacen poner de muy mal humor frustrado
anger;tengo frio enfadado enfadado
disgust;son las de la manana y mi vieja se levanto gritando se levanto re tranquila dice frustrado
disgust;re feo ser siempre la que tiene la iniciativa frustrado hasta cuando ori
disgust;ponche y deje la gorra en el carro frustrado
disgust;amo haberme animado a empezar pilates con mi amiga pero odio no poder ir sola tipo hoy mi amiga no va y no me animo a ir sola frustrado asi que estoy despierta deliberando si voy o no
disgust;en bogota los conductores de carros estan acostumbrados a ser primero ellos segundo y tercero ellos de lo contrario se alzan frustrado
disgust;clases a las me despierto a las a las a las y llego media hora temprano frustrado hablame de ansiedad
disgust;pregunta si te regalaran una caja con todas las cosas que has perdido durante tu vida que es lo primero que buscarias frustrado
anger;mi para ti de tik tok anda muy personal enfadado
anger;ayo trade enfadado enfadado
anger;porque siempre se tardan una eternidad en llegar los uber enfadado y lo peor es que me cobran bien caro y aun asi lo pido y se tardan mas de minutos cabreado
disgust;que paja pensar que nada es para siempre que todo en un momento se acaba frustrado
disgust;ya empece mal el dia olvidandome los lentes de sol frustrado
anger;cona la cona me lo dice carlos y me da risa gorda como me llaman carlos y victoria cuando me dicen cosas bonitas gordichuela me lo dice carlos solo pa joder esperanza aguirre josema enfadado blobfish otra vez josema virtual maldecir maldecir
disgust;alguien me puede explicar xk hay gente que es positiva en madrid y estan en la calle dando paseos frustrado
anger;y mi deposito no mas no me llego nunca ayer enfadado
disgust;que listos somos todos a golpe de teclado joder cuanto cerebro se ha perdido este pais frustrado
disgust;aun es miercoles frustrado
anger;eso de andar bien dopado me quita el sueno siempre cabreado
anger;q bronca despertarme antes de que suene la alarma maldecir
disgust;les doy la bienvenida al dia mas largo de mi semana llegue y ya estan las bendiciones levantadas frustrado
disgust;los zurdos guardan el romanticismo del proletariado setentista pero sus cuentas bancarias y sus consumos son dignos de los kardashias siempre tan hipocritas frustrado
anger; dias para navidad y yo no tengo idea d q me voy a ponerrr y mucho menos tiempo para ir a comprar cabreado
disgust;no he parido y y ya ando levantandome cada dos horas frustrado
anger;la loteria no se pero pedrito podria darme novedades de la beca e ingresarmela ya cabreado
anger;estoy controlando ver mis redes sociales de spiderman pero las notificaciones de las cuentas que sigo en youtube no colaboran vale maldecir
disgust;tardisimo estoy llegando al laburo otra vez frustrado
anger;ta sobra ya enfadado
disgust;alguien mas quiere vender su entrada de la gran navidad frustrado
anger;me aburren los toxicos malogran todo enfadado
anger;por que nadie me dijo que jimin publico en ig esta sensacion de traicion no se me ira en un tiempo cabreado
disgust;re dificil tomar la decision de irme y cuando la tomo me decis vez quedate y aca estoy frustrado voy por el dia en capital mas o menos
disgust;una alegria pido nada mas frustrado
disgust;planear en mi cabeza conversaciones que no van a suceder es mi pasion frustrado
anger;que ganas de dar cuchillo cada vez que agarran mis malparidas cosas maldecir
disgust;este mes esta como que muy largo no veo la hora de que se acabe ya frustrado
disgust;odio que me digan que me relaje dude no puedo respirar frustrado
disgust;dando las gracias por no haber perdido el gusto y poder saborear el chocolate frustrado
disgust;cb desde que he llegado aqui lo menos que he hecho es dormir frustrado
disgust;me sale la barba antes que el gordo me caguen diez frustrado
disgust;fui a sacar efvo y solo tenian 2mil el flaco me miro con cara de y si negri son las 7a.m frustrado
anger;que bien se distribuya la riqueza con este gobierno populista grande raberta cfk cobrara entre su jubilacion y pension yo para llegar a ese monto necesito meses o anos que grande los negros cabeza que idolatran a la yegua vamos milei rompeles el orto enfadado
anger;ahora nadie me contesta enfadado
anger;ni nada bien pues ahora mismo mi hija tiene fiebre y ahora que pues a denunciar a estos medicos y enfermeras que nos proporcionaron un trato malisimo y despectivo bueno este es salud no responde y la gente que te atiende tampoco enfadado enfadado enfadado enfadado
anger;ya salio el viejo ctm de la vega enfadado enfadado enfadado enfadado
anger;aunque se madrugue hay trafico maldecir
anger;uhhh para que me acorde cabreado
disgust;todo el dia sin bateria ahora frustrado
disgust;llego la temporada donde la cagas como siempre frustrado adios
anger;me hincha los huevos que me dieron turno para hacerme analisis en el centenario que queda lejos de mi casa y no me atienden el telefono asi que voy a tener que ir hasta alla simplemente a averiguar que onda enfadado
anger;que sistema de mierda que tienen los banco lrpm maldecir
disgust;un accidente frente a mi edificio un motoquero se saco la chucha y quedo atravesado en la calle venia curado llegaron los amigos y se lo llevaron al sapu frustrado
anger;weon a quien se le ocurre ponerse a regar a las de la manana despertandome porque se pone a mojar mi ventana maldecir mi mama agradecido
disgust;ay por dios que nadie me dirija la palabra hoy estoy infumable frustrado
anger;salud no responde logico y normal con la mierda de atencion primaria y de urgencias del hospital de jerez lo normal es esto enfadado ayer fui al hospital lleve a mi hija a urgencia con vomitos y tos lo primero que me encuento a las a un celador acostado y durmiendo
anger;otra vez mala no salgo de una que me meto en otra puto resfriado enfadado
disgust;necesito que llueva todo un dia entero para poder dormir hasta las frustrado
disgust;ayer hizo anos que me recibi de profe de ed inicial y de psicologa social datos importantisimos frustrado pero como se pasan los anos
anger;odio eterno a la gente que se monta con las mochilas puestas en el metro maldecir
anger;empezamos bien el dia maldecir
anger; de la manana esperando el colectivo para ir a trabajar que ya es mucho se acerca mi vecina a hablarme de la vida cabreado no reacciono
disgust;lo que faltaba que se pusieron a pelear como trogloditas en el metro frustrado
disgust;y ahi quedaste pu le pusiste mas color y ahi quedaste frustrado
disgust;q pereza la gente de ciencias q se cree superior frustrado
anger;tasloco meado por los elefantes estoy increible que siempre me tenga que pasar algo y no pueda dormir ni descansar una mierda vo cabreado
disgust;no si dormir pilucho es la solucion al calor frustrado
anger;hoy hace un mes justo que llevo esperando a que tras la finalizacion de mi contrato me envien los papeles y me ingresen el dinero cabreado
disgust;di eyelashes tsa lena frustrado okare nkile la gafa
anger;estoy enfadado con el ultimo de ojo de halcon
anger;como no vas a tener medialunas saladas imbecil enfadado enfadado enfadado enfadado
anger;maldito aire acondicionado me levanto resfriada todas las mananas cabreado
anger;en rd bandera planta no se dice permiso cabreado se dice
anger;el 2o premio de la loteria ha tocado integranente en basauri a ver lo que tardan casado arrimadas y abascal en impugnar el sorteo y mandar al trullo llarena mediante al director de loterias por proetarra enfadado enfadado enfadado
disgust;mucha paciencia para entrar a caba por panamericana frustrado
disgust;me encanta cuando me dicen feli es chiquita todavia no pide a papa noel ay gente si supieran que ya pidio el set de cocina de juliana que sale 5lucas cada pavada y le duraria 1pedo en un canasto frustrado
disgust;medios de comunicacion la salud mental es muy importante y debemos preocuparnos de ella en otro orden de cosas descubre que variante del coronavirus va a matarte segun tu signo del zodiaco frustrado
disgust;me desperte con ganas de ir a la playa pero claro todo el mundo trabaja solo yo tengo libre un miercoles frustrado
disgust;no son ni las de la manana y mis companeros ya me pusieron las tetas como dos macetas frustrado
anger;no hay cosa que odie mas que la impuntualidad loco enfadado
anger;que pedo como que vega a rayados enfadado
disgust;mi mama debe estar podrida de que le diga algo y le termine diciendo a ultimo momento que no va a terminar diciendome que no todo el tiempo frustrado
anger;tus perros ronquidos no me dejan dormir enfadado enfadado enfadado enfadado
anger;como cuesta seguir trabajando asi con tantas injusticias todos ahora con cuna politica enfadado enfadado enfadado
anger;nos han parado la peli enfadado
anger;lpm y ahora no me puedo dormir cabreado
anger;alguien sabe por que no sacan casi ningun juego de estrategia para mac age of empires pharaoh cleopatra por que windows tiene el monopolio de los simuladores enfadado enfadado
anger;me levante infumable enfadado cabreado
disgust;hay un chico en el gym con los pantalones del reves con muchas etiquetas colgando le aviso o le dejo darse cuenta en su casa frustrado
disgust;el sorteo de la loteria de navidad me pone melancolico frustrado
disgust;a mi me tienen que explicar que necesidad hay de sacar aviones un de diciembre que aterrizan a las frustrado
disgust;necia la gente que quiere poner pura banda porque esta hasta la vrga cuando todos traen el perreo aun frustrado
disgust;que bronca no puedo dormir frustrado
disgust;pues a ver si hay suerte y vuelve a funcionar el agua caliente frustrado
disgust;le llego a aducir a mi abuela estoy descompuesto no voy chau tercera guerra mundial frustrado
anger;mano que maldecir
disgust;ahora que lo pienso a mi nunca en la vida me ha dolido la cabeza no se que es una jaqueca eso es bueno no frustrado
anger;jazmin d mierda cada vez que allyson duerme con nosotras se va con ella ta bn asi son que vaya allyson a comprarte los kilos de cat chow que pedis x mes enfadado
disgust;awebo otro situacion mas que no puedo comentar con mi familia y a ver como me toca resolverlo frustrado
disgust;hasta a mi me molesta frustrado
anger;ni me toca la loteria ni me tocas tu enfadado
anger;sino nag qrt enfadado enfadado enfadado enfadado enfadado
disgust;quero fita frustrado
disgust;el mayor problema que tiene la humanidad actualmente no es la ignorancia la pobreza o la falta de union es la idiotez masiva y no me cansare de expresarlo frustrado
disgust;sone que mis amigas se peleaban por una pavada y me re calentaba pero cualquiera el sueno si mis amigas no pelean por pavadas frustrado nos desconocimos porque ninguna se queria bajar a comprar
anger;como puedo despertar enojada enfadado me enoja despertar enojada
anger;lindo dia para que llueva y yo tengo el piloto en el laburo enfadado
disgust;ahora mismo deberiamos estar en nuestras casas viendo la loteria no en clase frustrado
disgust;mira a la hora que se despierta mi hijaaaa recien veo que son y media pasadita ajajajaj frustrado
anger;pero habia un juego en especial q me sacaba de mi zona de confort enfadado
disgust; min esperando a vez na van frustrado
anger;detesto la gente irresponsable para que pedis un turno si siempre cancelas a ultima hora maldecir
anger;como que mi mejor amiga viene en navidad a ver a su familia y no a mi enfadado enfadado
anger;lo tengo que descargar para alimentar mi ego en uno maldad
anger;arriba jaja pense que me habian dado vacaciones me voy a santa maria maldad
anger;porque desde que me independice nunca me alcanza los ganchos para la ropa enfadado
disgust;no los conocen por su gestion y no les interesa al parecer en lugar de explicar la ley prefiere acosar a la mujer frustrado
disgust;estoy enfadado con la existencia hoy exploto a la minima frustrado
disgust;tiene narices que una tarjeta de sonido sound blaster live que iba estupenda cuando en la torre retro tenia el pentium ii ha dado cantidad de problemas al actualizarle la placa base y la cpu a las del pentium frustrado
anger;dormi como horas y en gentil vecino esta cortando el pasto de las eso seria maldecir
anger;no puedo dormir mas cabreado
disgust;no puedo dormir porque no puedo respirar frustrado maldetaaaaaa gripe
anger;ya a dormir pq a esta hora sale el chucky enfadado
