etiqueta	texto
serio	que se preocupe de ser un buen docente y sea menos arrogante
serio	Más amigable al momento de resolver dudas y dar a conocer su opinión después de las presentaciones, dejar que las exposiciones sean al azar y que de verdad sean según la participación en clases como se dijo a principio de año.
serio	complementar la asignatura con uso de software
serio	explica muy bien los contenidos
serio	Docente con buena disposición, organizada para la realización de clases. Se sugiere horarios establecidos para la corrección de certámenes en esta asignatura.
serio	Buena profesora, lo único fue que hubo una mala organización con su par que trabajaba con la otra sección para llevar a cabo las actividades iniciales de la asignatura.
serio	muy confiable y devota
serio	Gran docente
serio	Clases muy llamativas y agradables. Excelente manejo del contenido
serio	una profesora impecable
serio	Comenzar las clases en la hora indicada
serio	buen profeson siempre explicando lo justo y necesario para la evaluacion y el conosimiento que nesesittamos como estudiantes
serio	Muy buen profesor
serio	No refiere
serio	muy buen profesor
serio	Clases dinámicas, están bien enfocadas al desarrollo del tema.
serio	aprender el contenido y las unidades del ramo
serio	Es una profesora muy buena y muy atenta de las necesidades de sus alumnos.
serio	Excelente docente, con mucho conocimiento y muy humana
serio	los horarios podrían ser más tempranos
serio	excelente profesor.
serio	clases muy didacticas
serio	señor desagradable que le gusta humillar a sus alumnos
serio	Profesor con muy buena disposición para enseñar y responder consultas
serio	excelente profesor y mejor persona.
serio	buen profesor
serio	Ser más puntual con la entrega de calificaciones
serio	Un 7.0 el profe
serio	las clases deberían realizarse temprano para prestar mas atención a la asignatura
serio	Buena profesora pero necesitamos guías para reforzar lo visto en clases
serio	Buen profesor
serio	Excelente disponibilidad para atender a los estudiantes
serio	la materia se entiende y la explica de buena forma, pero podria realizar las clases de manera más didáctica
serio	Muy buenos laboratorios, nada que decir.
serio	Gracias por su ciencia y dedicación. Cómo crítica constructiva: si quiere que aprendamos revit, quizás la clase podría ser distinta.
serio	debería presentar la asignatura, así como a si mismo a la hora de comenzar el semestre, aclarando objetivos y deberes de los estudiantes
serio	Excelente desempeño
serio	Buen profe
serio	No es mi profesor supervisor
serio	no curse la asignatura con el profesor
serio	buena metodologia
serio	buen profesor
serio	Se maneja muy bien en su área
serio	Que aprenda a explicar
serio	sin comentarios
serio	excelente
serio	Profesora atenta, preocupada, solo deberia mejorar en la puntualidad
serio	buen ambiente dentro de la clase, es agradable asistir a ellas.
serio	Excelente docente explica muy bien y se preocupa de que cada uno aprenda
serio	Enseña de manera práctica y eficaz el idioma en su nivel básico
serio	Entregar más confianza a sus alumnos.
serio	profesora muy exigente y buena
serio	Excelente profesora con buena disposición
serio	Profesora que se destaca por su buena voluntad y disposición al momento de responder dudas dentro o fuera del horario de clases. Además muy preocupada por que todos aprendamos.
serio	buen profesor, mejorar la comunicacion alumno profesor
serio	Buen docente
serio	Explica bien el contenido
serio	Falta dominio de tema
serio	Excelente profesor desde mi perspectiva deberia seguir ocupando el metodo de cierre de circulo ya que en lo personal me ayudo bastante a cerrar una etapa
serio	Profesor muy didáctico y claro
serio	Buena docente pero podría tener clases más didácticas.
serio	muy buen profesor
serio	contenidos necesarios dentro de la carrera
serio	Profesor con muy buen manejo de contenidos.
serio	Buena profe
serio	Todo bien
serio	Siempre dispuesto a ayudar
serio	muy agradable para debatir
serio	Buena disposición en general, da buenas correcciones, aun que a veces es selectivo en cuanto a cual alumno corrige y cual no, condiciones de entrega demora en entregarlas
serio	Excelente profesor
serio	mas participacion de los alumnos le falta incluirlos en las clases
serio	Mal docente.
serio	Calidad de docente, sus clases son un agrado de asistir porque se nota que le gusta lo que hace y enseña de la forma más clara hasta que todos los alumnos comprendan.
serio	Trabaje su paciencia y tolerancia... no todos somos expertos en todo y podemos errar en ciertas cosas, para lo cual usted debe estar dispuesta a corregir de la mejor forma, no de una manera altanera y despectiva...
serio	le falta actualización de contenidos y métodos de enseñanza
serio	Clases mas didácticas
serio	nada que decir
serio	Muy didácticas las clases para entender mejor, pero debería entregar las notas en el plazo correspondiente
serio	no tengo sugerencias, ni comentarios
serio	la profesora domina el tema pero su método de enseñar podría ser mas didáctico.
serio	bueno
serio	Profesor responsable
serio	buen profe
serio	sin comentarios
serio	Buen profesor. Profesional y muy empático con los estudiantes.
serio	solo habla el
serio	Ninguna sugerencia
serio	Clases más dinámicas
serio	Excelente profesora, su método de enseñanza es muy didáctico
serio	podria hacer que los estudiantes participen mas en el desarrollo de ejercicios
serio	el profesor deberia ser mas dinamico, lamentablemente su forma de enseñar no logra captar la atencion de los estudiantes
serio	Debería ponerle un poco más de dificultad a los test
serio	no estoy segura si es mi profe de lab
serio	Muy buen profesor
serio	Sugiero que las clases podrían ser un poco más interactivas para que así la materia sea mejor comprendida.
serio	Muy buen docente
serio	buen profesor
serio	Mejorar la puntualidad
serio	Encuentro que se equivoca en el desarrollo de los ejercicios
serio	aumentar las salidas a terreno en clases
serio	Un 70 como docente y como persona, muy responsable y preocupada. Siga así
serio	estar mas presente en clases
serio	Ninguna sugerencia.
serio	Ninguna
serio	Falga pra tica oara enseñar
serio	Le falta saber enseñar
serio	muy buen profesor
serio	Excelente docente
serio	Es una buena profesora, con muy buena disposición para que el alumno aprenda.
serio	Sin comentarios
serio	Considero que en ocaciones le hace falta mas empatia con los estudiantes. Tambien considero que es imparcial para evaluar y tratar a los alumnos.
serio	Enseña claramente, las lecturas y lo enseñado en clases es muy consecuente.
serio	Sin  comentarios
serio	Buen profesor, las pocas clases que tuvo fueron buenas, captaba la atención de los estudiantes. Si hubiera sido más comprometido con su labor, su evaluación sería mucho mejor.
serio	Muy buen profesor. A pesar de la complejidad de la materia trataba de explicarla de manera mas sencilla.
serio	Falta que sus clases sean mas dinámicas
serio	buena profesora y lider
serio	Respetar la opinión de los demás.
serio	Hacer más ejemplos
serio	Conoce el contenido y explica de manera clara
serio	buena profesora muy inteligente, con la capacidad de encantar a las alumnas con la carrera, pero seria mucho mejor sobre todo en este ramo que de mas instancias para conversar sobre las vivencias en nuestros días de practica.
serio	excelente profesora, preocupada por el aprendizaje de todos los estudiantes y ademas propicia orientación adecuada  para el pronto desarrollo laboral.
serio	su método de enseñanza es muy efectivo
serio	Buen docente, pendiente de las clases y siempre dispuesto a explicar
serio	Mucha utilización de guías , mucha perdida de clases
serio	muy buen profesor , explica muy bien la materia
serio	Sin Comentarios
serio	Posee un muy buen dominio de la asignatura.
serio	suspende las clases sin aviso previo
serio	muy buen profesor.
serio	sugiero que los contenidos se relacionen con nuestra carrera.
serio	Usar más material didactico
serio	Sin comentarios.
serio	excelente profesora
serio	buen profesor
serio	Opino que la clase debería ser más didáctica ya que en algunas ocaciones llega a ser aburrida
serio	sus clases didácticas fueron las que me apoyaron para poder aprender aun mas.
serio	Buen manejo de contenidos, clases claras y didácticas.
serio	Exclenete profesora, hace falta una geografa con aquellas caracteristicas en nuestra universidad y en nuestra carrera, genera empatia, simpatia y un ambiente grato a diferencia de distintos profesores del area geografica.
serio	Las clases son muy buenas y motivan al alumno a poner atencion
serio	Valoro mucho la preocupación de la profesora para formar buenas educadoras de párvulos.
serio	excelente profesora, demuestra confianza frente a sus estudiantes.
serio	debería ser más puntual
serio	Mucha demora en entregar notas, certámenes muy largos, contenidos de lectura no vistos en clases
serio	buen profesor
serio	Nada que añadir
serio	bien
serio	bien
serio	buen profe
serio	un poco serio.
serio	excelente profesor
serio	excelente profesora
serio	Excelente docente que genera un espacio para cada estudiante dando a conocer su conocimiento,.
serio	Dedicado, atento.
serio	Buen manejo de su área
serio	es una clase activa y didactica
serio	no me hiso clases me tocaba con pamela chavarría la cual es muy buena profesora
serio	El profesor debería explicar como realizar cada actividad al inicio de la clase y además tener en cuenta  que no todos podemos enviar los trabajos  a la hora ya que algunos no tienen Internet o computador y aveces el tiempo no alcanza en la U.
serio	Profesor buena onda, de preocupa por el aprendizaje
serio	excelente docente, maneja profunda y extensamente los contenidos de las clases.
serio	pararse y leer los ppt en absolutamente todas las clases no considero que sea un buen manejo de sus temas a tratar en cada clase.
serio	más actitud frente a los alumnos.
serio	en realidad no es mi profesor de anteproyecto, por lo tanto no lo puedo evaluar
serio	Buen profesor
serio	Como dije anteriormente, últimamente tuvo problemas con la puntualidad, pero en sí, es buena profesora.
serio	Buena profesora
serio	Profesor didáctico , con grandes conocimientos , sabe transmitirlos , y empático con sus alumnos ,  ami no me gusta economía , pero su manera de enseñar hace mas digerible el aprendizaje.
serio	Muy buen profesor, muy motivado
serio	EXCELENTE DOCENTE
serio	Nada que agregar, ya que fue una asignatura eventual por el censo
serio	Mas horas de práctica.
serio	Buena profesora
serio	Excelente docente. utiliza múltiples recursos para que el contenido sea aprendido en totalidad, no solo refuerza lo académico sino los valores como futuros profesionales, alto dominio de los contenidos, entrega recursos que facilitan el estudio.
serio	mas practicas
serio	Continue con su metodologia de evaluacion
serio	Buen profesor, pero en las evaluaciones consideró contenidos no revisados.
serio	Gracias por lo enseñado profesora
serio	muy buena dispocion para orientar alumnos y solucionar problematicas de los laboratorios
serio	ninguna sugerencia
serio	Excelente trabajo
serio	Muy buen profesor
serio	explica bien
serio	Me encantaban sus clases, me hacían pensar mucho en la forma en que se dan las cosas en las empresas, y la deficiencia que tenemos como país, y como podemos cambiarlo, así que no cambie su forma de enseñar, aprendí muchísimo
serio	No fue mi profesor
serio	No permite revisar todas las evaluaciones. En los laboratorios de soldadura evaluó como si fuéramos soldadores profesionales lo en 80 minutos es muy difícil deconseguir
serio	Como sugerencia de la asignatura, quizás pasar más rápidos los contenidos de principio de semestre y dedicar más tiempo en repasar lo último, ya que son fundamental para el desempeño futuro profesional y no se les dedicó el tiempo necesario.
serio	Buenas clases
serio	haga clases didacticas
serio	Buena profesora, pero deberia hacer sus clases un poco mas dinamicas
serio	limitarse a los objetivos de la clase, (definirlos)
serio	Buen profesor con buena disposición en todo aspecto
serio	evaluaciones correspondiente con el tiempo acordado, ya que son muy extensos y dudo que hasta el mismo profesor los termine.
serio	Muy buena profesora
serio	Puntualidad
serio	un poco mas de material de apoyo
serio	Que hable mas fuerte
serio	Excelente profesora
serio	Excelente clase
serio	Excelente profesor, creaba un ambiente grato y tenia toda la disposición ante cualquier duda
serio	tengo buenas recomendaciones, sin embargo, por temas personales no rendí el ramo.
serio	Domina los contenidos. El aprendizaje no se logra hablando la hora (cada sagundo) completa de clases.
serio	buen docente, pero un poco llevado a sus ideas
serio	muy buen profesor, sabe como enseñar.
serio	Evaluaciones con notas referenciales
serio	SER MAS PUNTUAL
serio	las clases fueron muy pocas como para dar una opinión concreta sobre como enseña el docente
serio	es un gran profesor, que inspira al estudio de la asignatura
serio	Muy buena profesora y buena asignatura
serio	buen profesor
serio	Hace demaciadas evaluaciones innesesarias, y sus certamenes son muy extensos
serio	Explicar la materia con mayor claridad
serio	me gusta su forma de explicar, a demás sus certámenes concuerdan muy bien con los ejercicios realizados en clases.
serio	el profesor no es consistente en sus respuestas sobre contenidos estudiados, dando distintas respuestas a los estudiantes para una misma pregunta. en las evaluaciones considera una definicion erronea aunque esta este definida en el libro, entre otros.
serio	Buen profesor
serio	muy comprometida con el aprendizaje del estudiante
serio	Es una persona muy arrogante, que podria mejorar mucho
serio	Falta bibliografía para corroboración de datos, material complementario.
serio	Muy buena profesora, explica la materia como corresponde en el tiempo correspondiente.
serio	Ninguno
serio	Buena disposición
serio	profesor técnico y conciso
serio	quizas un poco mas de compromiso
serio	no tengo sugerencias
serio	excelente docente
serio	buen profe.
serio	Desarrolla la clase con dominio de los temas pero, a veces no es totalmente clara a la hora de explicar consultas realizadas por alumnos.
serio	Muy buen profesor, tiene mucha paciencia
serio	Profesor enérgico y con muy buena disposición
serio	Genera un ambiente grato y de confianza
serio	buen profesor
serio	explica de forma clara y precisa los temas en trabajo
serio	Dedicarse a realizar su clases y no distraerse con compañeros que no tienen intereses en ella
serio	tiene buena disposición al responder dudas
serio	el profesor realiza clases donde hace participar a los alumnos lo cual es muy bueno y ejercita a los alumnos para las evaluaciones lo cual nos ayuda bastante
serio	excelente semestre con profesora jania bastías. trata de incluir a todos los estudiantes de su clase.
serio	Muy buenas clases. Material didáctico y actualizado. Buen desempeño en aula
serio	Buena profesora, explica los contenidos de buena forma
serio	tener otra metodología de enseñanza
serio	bien
serio	Conforme
serio	El profesor tiene preferencias con ciertos alumnos....
serio	Buena profesora
serio	No tengo sugerencias
serio	sin comentarios
serio	excelente profesora, dispuesta a enseñarnos todo, muy paciente y muy simpática, debería seguir potenciando este hermoso taller!
serio	Muy buen profesor, él debió ser el jefe de asignatura
serio	Maneja a la perfección los contenidos
serio	No aplica
serio	Demuestra dominio en el el tema de su asignatura, sin embargo no logra satisfacer mis necesidades respecto a la asignatura
serio	buen profesor
serio	El tiempo para aplicar las evaluaciones era poco, en relación con el requerido para el desarrollo de este
serio	Profesor comprometido con su asignatura
serio	La docente tiene buena disponibilidad para resolver dudas
serio	informe mas a que se deben sus notas
serio	Entregar notas con mayor antelación
serio	+
serio	Demuestra alto dominio del tema, las clases son didacticas, explica muy bien la materia. Buena disposicion ante dudas y consultas, ya sea en su oficina como en clases. Bastante exigente a la hora de evaluar.
serio	no tuve clases con él.
serio	Muy buen profesor, nada que decir
serio	buen instructor
serio	muy buena profesora
serio	Profesora muy comprometida con la asignatura.
serio	Excelente docente, muy empática y responsable con sus alumnos. Maneja muy bien los contenidos
serio	Buen profesor, motiva a los estudiantes y genera un ambiente de confianza. Sin embargo la entrega de calificaciones es tardía.
serio	Ninguna.
serio	Es un buen, profesor, pero el gran problema de su laboratorio, es la corta duración, lo cual hace que sea inútil tenerlo, ya que en una hora y media, no se logra aprender lo suficiente.
serio	buen profesor
serio	exelente profesor
serio	falta que realice ejemplos o casos mas complejos ya que siempre realiza casos basicos. el ramo es demasiado idealizado y falta aterrizarlo a la realidad, aplicando normas (nch). la planificacion del curso debe integrar la realizacion de casos reales
serio	Subir las notas a tiempo, no cuando finalice el semestre, hacer los certámenes de acuerdo a lo pasado en todas las clases anteriores y no basado en la última clase, donde enseña lo más difícil y el que entendio, entendió, el que no, jodio
serio	Tratar de avisar cuando llegara demasiado tarde a la clase
serio	Buen profesor
serio	falta diferentes estrategias para interesarse en el ramo y tener una enseñanza mas didactica
serio	Excelente taller, ayuda mucho, excelente metodologia de clases
serio	es buena profesora adapta a la enfermería a la actualidad
serio	Entusiasmar mas a los estudiantes, pues muchas veces se vuelven aburridas las clases.
serio	buena metodología de enseñanza
serio	Buen profesor
serio	buen profe
serio	sin sugerencias
serio	tiene una metodología de enseñanza muy buena y clara, simpatiza mucho con los estudiantes
serio	Buena profesora
serio	buena profesora
serio	Buen dominio y conocimiento en la asignatura
serio	Excelente profesora, su método de enseñanza y su orden a la hora de dictar la materia es muy bueno.
serio	Utilice una letra más legible y procedimiento más ordenado, al momento de realizar un ejemplo u ejercicio.
serio	Que las clases sean didacticas
serio	Comprometido con su asignatura y muy riguroso con disciplina y puntualidad.
serio	Buena profesora, muy irresponsable.
serio	buen profesor
serio	Buen profesor, con la paciencia para explicar las veces que sea necesario la materia que pasa
serio	no tengo sugerencias
serio	El profesor siempre tuvo interés para guiarnos.
serio	jamas tuve clases con la profesora Cristina, que mala organización de sus paginas web por parte de la UBB, que triste
serio	Buen profesor, buen manejo de contenidos, en ocasiones poca claridad en la entrega, pero se entiende que es por la dificultad de la asignatura.
serio	Buenas clases
serio	excelente profesora
serio	buen profesor, buena interaccion con los estudiantes y enseña adecuadamente
serio	Cercania con los estudiantes
serio	mas estrategias didacticas
serio	nada que decir
serio	excelente profesora.
serio	Excelente docente
serio	explica de una manera clara.
serio	Buen Jefe de carrera
serio	no sugerencias
serio	sin comentarios
serio	Didáctico al enseñar
serio	Dispuesto a enseñar siempre, explicar nuevamente.
serio	Sin sugerencia
serio	Demasiada demora en la entrega de notas, sobretodo las últimas que son las más importantes.
serio	Podría hacer sus clases más dinámicas, así mantendría en él toda la atención de los estudiantes
serio	Revisar mas su gmail
serio	Realiza bien las clases
serio	un excelente profesor, maneja a la perfección los contenidos del ramo que imparte.
serio	Profesora con buen carisma dentro del aula. Entrega contenidos de la asignatura de forma clara pero aún así en mi caso hubo dificultad de comprensión
serio	sin comentario
serio	el mejor profe de calculo
serio	que sea mas accesible en los horarios de ayudantia
serio	Profesora dedicada
serio	excelente
serio	buen profesor
serio	Falta mas teoria
serio	buena clase
serio	Me gusta como realiza sus clases
serio	BUEN PROFESOR
serio	buena profe
serio	Excelente profesional
serio	no hacer las clases de tanta lectura de power, sino mas didactica
serio	docente cercana a sus estudiantes
serio	Dominador de la materia nada que decir pero yo no le entiendo nada al igual que otros compañeros , como critica constructiva que los ejercicios lo haga paso a paso ya que algunos quedamos con duda cuando se saltaba pasos.
serio	Conoce lo que está enseñando.
serio	Agradecer su paciencia, cuando no se entendía algún contenido y por su pronta respuesta
serio	Excelente profesional, muy comprometida con el aprendizaje de los estudiantes. Un ejemplo a seguir.
serio	EXCELENTE PROFESORA, BUEN DOMINIO DEL CONTENIDO, CLASES DIDACTICAS QUE PERMITEN BUEN APRENDIZAJE
serio	Sin sugerencias
serio	muy buena disposición y metodología de  enseñanza
serio	buena profesora, se preocupa del aprendizaje de sus alumnos
serio	Buen profesor,el horario que tenia no acomodaba a nosotros
serio	Buen profesor
serio	Clases aburridas y monótonas.
serio	sin sugerencias
serio	ser mas didactico
serio	le  falta mejor trato hacia los alumnos
serio	Excelente profesora de historia, sus clases son muy interesantes
serio	Muy buena profesora
serio	seca
serio	Excelente docente explica los contenidos de una forma práctica que ayuda al aprendizaje eficaz de la materia.
serio	Excelente profesor
serio	su método de evaluación es malisimo, no tiene nada que ver respecto a guías propuestas o ejercicio en clase, el nivel de exigencia y de contenido de las evaluaciones supera con crece lo visto en clase.
serio	buena profesora
serio	Buen profesor
serio	Prfesor carismatico
serio	En proceso de docente
serio	Algunas cosas en esta asignatura las encontré sin mucha importancia y no llamaron el interés mio ni el de algunos de mis compañeros, se sugiere hacer un cambio en este curso y que sea más enfocado a herramientas como excel entre otras que actualmente se n
serio	Excelente profesor, preocupado por sus alumnos, dominio de conceptos evidente.
serio	The best
serio	Que utilice más el proyector. Y haga más ejerciocio que materia. Todo lo demás está muy bien.
serio	buena profesora
serio	el profesor debiera hacer un mejor uso del pizarron (mas ordenado), mejorar su letra y apoyarse con diapositivas que resuman el contenido.
serio	Buena profesora
serio	no era mi profe
serio	Excelente profesora
serio	exelente
serio	Buen profesor, con muy buena disposición.
serio	Debería entregar guías de ejercicios
serio	muy buen profesor
serio	Muy buen profesor
serio	Buen profesional.
serio	Se nota planificación de cada clase y mucha responsabilidad a la hora de entregar notas y trabajos. Un ejemplo de docente.
serio	sin comentarios
serio	Buen docente
serio	Profesor con pensamiento crítico desarrollado, pero muy disperso.
serio	buen profesor pero deberian aumentar las horas
serio	excelente profesora, nada que decir.
serio	Se sugiere no pasar la materia de forma tan acelerada
serio	Aunque es una buena profesora, en los últimos días de clases hizo muy rápidamente todas las actividades junto a los trabajos perjudicándonos a algunos con las notas al adelantarse muy rápidamente sin explicar bien el último trabajo.
serio	Excelente docente
serio	Ninguna sugerencia
serio	ninguno
serio	buen profesor.
serio	Muy buena profesora
serio	Súper buena profe
serio	Poco tiempo de clases con ella, no existe opinion formada.
serio	tiene buena disposición frente a cualquier problemática
serio	Retroalimentación de certámenes
serio	bajar el nivel del ramo utiliza el tromba que es de avanzado igual que utilice larson o zill.
serio	Excelente profesor que proporciona un ambiente adecuado para ?el aprendizaje
serio	Escasa retroalimentación después fe una evaluación.
serio	Ninguna sugerencia
serio	Mostrar mayor autoridad en la sala de clases
serio	No hay sugerencias
serio	crea un buen ambiente en la sala y esta siempre dispuesto a ayudar
serio	buen profesor
serio	Me parece innecesario pasar los casos largos a cortos
serio	Siempre dispuesto a ayudar y responder consultas.
serio	es el mejor profesor de la Castilla
serio	entrega buen clima en la realizacion de clase
serio	Buen taller, nada que decir
serio	buen profesor
serio	Profesor, intente controlar su sentido del humor o ironía cuando corrija proyectos, recuerde que hay personas mas sensibles que otras y se toman muy enserio su trabajo, sobre todo lo que usted les comenta sobre el. Muy buenas sus clases en el auditorio!
serio	clases teoricas y practicas motivadoras
serio	Como sugerencia podría decir que quizás debería trabajar en otra cosa y no como profesora, para ser profesora de calidad en una universidad tan prestigiosa, primero debe asistir a clases, mostrar algo de compromiso y pasión por su trabajo. Una verguenza
serio	Buen dominio de la materia expuesta en clases, ademas de complementarse con fuentes pertinentes a la asignatura.
serio	Buenas clases
serio	buena profe
serio	muy puntual
serio	Buen profesor
serio	Que se expliquen mas a fondo los contenidos.
serio	buen profesor
serio	Cada vez que uno requiere resolver una duda y recurre a su oficina, no está o simplemente no quiere atender, siendo este su horario de atención a estudiantes .
serio	Excelente profesora y con mucha disponibilidad
serio	Profesor con buena disposicion para enseñar y con mucha preocupacion
serio	No tengo ninguna sugerencia para dar, es una excelente profesora.
serio	buen profe
serio	no posee oficina
serio	Ayudante que sea decente
serio	enfatizar mas
serio	muy buen profesor
serio	Explica bien
serio	muy bien
serio	no presenta la mejor disposicion para resolver dudas y explicar nuevamente
serio	no hay comentarios
serio	Excelente
serio	No tomé ramo con ella
serio	excelente profesora con gran disposición
serio	solo presentar las calificaciones a tiempo
serio	Su forma de enseñar es bastante mala a decir verdad, debería mejorarla bastante.
serio	Mas tiempo para los certámenes.
serio	muy buenas clases, pero no es muy abierto en el debate de temas tan subjetivos como la ética en las evaluaciones
serio	sin comentarios
serio	Sabe bastante y por ello explica bien y detallada la materia; sin embargo, sus certámenes son imposibles, la cantidad de alumnos que logran obtener una nota azul en un certamen es muy baja y los que aprueban el ramo es gracias al laboratorio
serio	La profesora maneja la clase correctamente
serio	Nada.
serio	no aplica
serio	Buen profesor
serio	Buen método de enseñanza
serio	seguir con la metodologia
serio	Sin comentarios ni sugerencias
serio	buen profe palmyers
serio	No tengo criticas, es una profesora muy objetiva en su trabajo.
serio	buen docente
serio	por mi parte no le podría llamar profesor.no sabe hacer clases.sus pautas de años anteriores estaban malas.no respeta el plazo de entrega de notas.
serio	profe
serio	Un muy buen profesor
serio	sus clases me gustaron bastante
serio	bien
serio	No hay sugerencias, las clases son excelentes.
serio	Sólo falta que ejemplifique mas en sus clases ya que la materia es complicada.
serio	hacer todas las clases frente a un computador para un mejor desempeño de los alumnos
serio	Ayuda con todas las consultas o preguntas a los alumnos
serio	Creo que falta un poco de organización en sus clases. A veces, se va por las ramas, olvidando la importancia de las ideas y contenidos principales de su asignatura. Además, no se sabe si está hablando o dictando y cambia de tema a cada rato en sus clases.
serio	Responsable
serio	ninguna
serio	realizar clases con mayor motivacion y dinamismo
serio	Que pase mas tiempo en las clases
serio	Docente que maneja el ramo.
serio	al momento de hacer retroalimentación o comentarios , que sea mas empático
serio	muy claro al explicar una materia difícil de entender
serio	Poca dinámica de trabajo
serio	buen profesor y sus formas de enseñar la materia son muy buenas y constructivas
serio	Se agradece la confianza que emplea con sus alumnos
serio	El método de aprendizaje debería ser más didáctico para hacer las clases más entretenidas
serio	todo ok
serio	buena e interactiva asignatura
serio	Domina muy bien la asignatura, pero falta más motivación y además que sea puntual en las clases
serio	Buen profesor
serio	enseñar mas programacion de diseño
serio	Sin sugerencias
serio	Buen profesor buen disposición
serio	Excelente docente en el área práctica
serio	buena profesora
serio	buen profesor, falta más dinámica, es muy pasivo
serio	no tanto apoyo de las diapos y más diálogo
serio	Buen profesor, materia explicada de forma correcta y fácil de entender.
serio	Buen profesor, buen ramo
serio	muy buen profesor al momento de enseñar
serio	excelente docente, apoya a estudiantes, comprende sus situaciones y avanza según sus capacidades
serio	Pasa materia y pocos ejercicios
serio	Excelente profesora, demuestra dominio de todo tema tratado en clases.
serio	simpatico
serio	un profesor jugado por los alumnos
serio	Debe hablar más fuerte porque muchas veces no se escucha lo que dice
serio	Es una asignatura esencial para lamformación del estudiante
serio	excelente profesor con el cual se crea un ambiente muy grato en sus clases, incita a la participación de los alumnos en su clase.
serio	Buen profesor
serio	una profesora muy exigente y comprometida con su asignatura
serio	es el encargado del programa y no es aplicable a nuestra carrera
serio	Mejorar el tiempo de entrega de evaluaciones
serio	enseñanza adecuada y fácil de comprender, faltan mas horas para desarrollar bien los prácticos
serio	esperamos que haga ingles IV el próximo semestre, ya que por lo que dicen mis otros compañeros respecto a la otro profesora que dicta la asignatura, no aprendieron nada durante todo el semestre, solo se dedicaban a realizar las nubes de la plataforma
serio	Podria ser mas empatico con sus alumnos y entregar las notas en su respectivo plazo.
serio	Muy buen profesor
serio	No tengo sugerencias ni comentarios
serio	Excelente profesor
serio	No curse este ramo porque hubo una equivocacion al tomarlo
serio	Debe ser puntual
serio	buen profesor, pero debería cambiar  la actitud de no dar permiso para salir al baño a los alumnos.
serio	buena profesora, clara en sus explicaciones,puntual con entrega de notas
serio	Excelente profesor, buena didactica para realizar las clases
serio	La cercanía o lo que proyecta hacia el alumno, suele hacer que este sienta rechazo tanto hacia la docente como la asignatura
serio	la mejor profe de inglés de todas
serio	Buena profesora
serio	No lograba transmitir todos sus conocimientos, pero igual aprendí.
serio	divertida espontanea y demuestra felicidad
serio	Demuestra paciencia,motivación,disponibilidad y firmeza.
serio	No debería hacer los certámenes tan extensos
serio	No me parece un profesor preparado para dar clases no explica materias, es muy monótono, no ejerce interacción con estudiantes, solo lee textos. No se preocupa de que los alumnos estén aprendiendo o no, sólo se preocupa de cumplir su hora de clases.
serio	Buenas clases
serio	excelente dominio de contenidos
serio	Hacer clases mas didácticas y ludicas
serio	clases más didacticas
serio	Realiza rutinas de ejercicios un poco exigentes o inadecuadas para el nivel de los estudiantes.
serio	nunca lo conocí
serio	Buen profesor
serio	Buenas clases profesor
serio	Excelente profesor, muy humano
serio	es un buen profesor, sabe lo que está enseñando, tiene buena metodología de enseñar
serio	Explica contenidos claramente, pero falta apoyo más didáctico para la concentración de los alumnos
