etiqueta	texto
neutro	nada que decir
neutro	Ninguna
neutro	a
neutro	sin comentarios
neutro	Ninguna
neutro	dar espacios de recreo (5-10 min) en la clase mas larga
neutro	no se
neutro	ninguna
neutro	N sugerencia
neutro	L
neutro	Falta que aveces explique un poco mas la forma de realizar algunos ejercicios
neutro	0
neutro	a la altura
neutro	O
neutro	Ninguna sugerencia
neutro	xd
neutro	no tuve clases con él.
neutro	Ninguna
neutro	El método de aprendizaje debería ser más didáctico para hacer las clases más entretenidas
neutro	naaaada
neutro	buen profesor.
neutro	muy interactiva
neutro	1
neutro	no la conozco
neutro	bien
neutro	dtfyiguon
neutro	ninguna
neutro	ninguno
neutro	Sería interesante presentar aplicaciones de los contenidos teóricos a los espacios terapeuticos reales. Algo como exponer relatos de experiencias en donde determinados conocimientos fueron fundamentales.
neutro	Ninguna
neutro	A.
neutro	ninguna
neutro	Ninguna
neutro	Conforme
neutro	sin comentario
neutro	Muy didácticas las clases para entender mejor, pero debería entregar las notas en el plazo correspondiente
neutro	Ninguno
neutro	No tuve clases con el profesor
neutro	Se demore menos en entregar las notas
neutro	No aplica
neutro	ninguno
neutro	No he tenido clases con el
neutro	sin comentarios
neutro	buen profesor, pero debería cambiar  la actitud de no dar permiso para salir al baño a los alumnos.
neutro	no hay comentarios
neutro	ninguno
neutro	ninguno
neutro	Excelente disponibilidad con sus alumnos, escucha y comprende las diversas situaciones que se le planteen.
neutro	Se sugiere la visita al centro de practica y contacto regular con supervisora en terreno
neutro	Ninguna sugerencia
neutro	Nada que añadir
neutro	Buena disposición en general, da buenas correcciones, aun que a veces es selectivo en cuanto a cual alumno corrige y cual no, condiciones de entrega demora en entregarlas
neutro	Ninguna.
neutro	buen profesor pero deberia mirar menos su celular en clases
neutro	Buen profesor solo falta mejor explicación de las actividades
neutro	sdgfbaadfb
neutro	Ninguna
neutro	buena profesora
neutro	solo habla el
neutro	no hay sugerencias
neutro	buen profe.
neutro	ninguno
neutro	nada que sugerir
neutro	no tuve clases con este profesor
neutro	s/c
neutro	No fue mi profesor
neutro	ninguno
neutro	ningunoa
neutro	Ninguna sugerencia
neutro	No tengo sugerencias ni comentarios
neutro	ninguno
neutro	Profesor interesado en lo que realiza , pero que en varias oportunidades no sabia escuchar a los alumnos
neutro	Ninguna
neutro	no hay comentarios
neutro	Ninguna
neutro	Docente
neutro	Me gusta su clase, aunque a veces parece muy monótona, es por que la materia talvez es plana
neutro	ninguna
neutro	Ninguna
neutro	Sin comentarios
neutro	complementar la asignatura con uso de software
neutro	No tuve clases con él
neutro	Más disertaciones
neutro	No hay comentarios
neutro	seco
neutro	Excelente profesor. Solo falta dedicar mas tiempo a la revisión de certámenes que para mi es muy importante.
neutro	ninguna
neutro	sin sugerencias
neutro	la realizacion de mi HP no se realiza con este profesor
neutro	ninguna
neutro	Pdf
neutro	irusfjkbnilursjkbncsilu
neutro	Contestar las preguntas en clases
neutro	ninguna
neutro	Si bien las clases, son en la mayoria de participación de los alumnos, y de cooaprendizaje entre los mismos, falta que la docente realice mas clases teoricas, ya que no todos los alumnos manejan el idioma ingles al mismo nivel.
neutro	Profesor que se nota que sabe mucho, aunque un poco estricto en cuanto a los contenidos.
neutro	bien
neutro	Ninguno
neutro	Mas horas de práctica.
neutro	sin comentarios
neutro	ninguna
neutro	Sin comentarios.
neutro	no sugerencias
neutro	sin comentarios
neutro	ninguna sugerencia
neutro	los practicos son los que dejan
neutro	Agregar juegos relacionados con la materia para hacer la clase más dinámica
neutro	Sin sugerencias
neutro	Profesora
neutro	sin comentarios
neutro	Buen profesor, sugiero mas coordinación con la profesora jefe de la asignatura.
neutro	Ninguna
neutro	Debería facilitarnos las clases o subirlas a la plataforma
neutro	ninguno
neutro	Buena disposición.
neutro	estar mas presente en clases
neutro	Nada que agregar
neutro	la materia se entiende y la explica de buena forma, pero podria realizar las clases de manera más didáctica
neutro	debe ser mas estricto
neutro	No se quien es
neutro	bhjvjgvhgv
neutro	Que fue primero, el huevo o la gallina?
neutro	No era de su sección
neutro	No fui a su clase :(
neutro	nada que comentar
neutro	Ninguna
neutro	jij
neutro	Establecer un programa para cada opción de evaluación dentro del curso
neutro	Muy buen profesor, pero muy poco empático
