etiqueta	texto
positivo	buen profesor
positivo	grf lo mejor
positivo	buen profesor
positivo	La profesora maneja la clase correctamente
positivo	Buen profesor
positivo	Muy buenas clases solo falta algo de practica
positivo	EXPLICA BIEN, TIENE PACIENCIA Y BUENA DISPOSICION
positivo	muy buen electivo
positivo	Excelente docente siempre dispuesta a ayudar y resolver dudas.
positivo	Retroalimentación de certámenes
positivo	excelente docente
positivo	Conoce lo que está enseñando.
positivo	Buen profesor
positivo	Buen manejo de su área
positivo	Excelente docente
positivo	excelente profesor
positivo	amigable y profesional
positivo	Muy buen Profesor el cual su metodología de enseñanza es muy buena.
positivo	Excelente clase
positivo	innovador, empatico
positivo	bajar el nivel del ramo utiliza el tromba que es de avanzado igual que utilice larson o zill.
positivo	Valoro mucho la preocupación de la profesora para formar buenas educadoras de párvulos.
positivo	Excelente profesor
positivo	Prfesor carismatico
positivo	su metodología es buena no creo que se necesite cambios
positivo	Excelente profesor, buena didactica para realizar las clases
positivo	La asignatura es esencial para lamformación del estudiante
positivo	Buen profesor
positivo	Buen profesor buen disposición
positivo	muy buena disposición y metodología de  enseñanza
positivo	Súper buena profe
positivo	muy bien
positivo	El profesor es muy bacan, es seco para bailar. me encantaban sus clases.
positivo	Excelente profesora, y excelente asignatura.
positivo	es una clase activa y didactica
positivo	Me gusta como realiza sus clases
positivo	Puntual, organizado y coherente con los contenidos
positivo	buena metodologia
positivo	deberia impartir siempre el ramo de econometria este profesor!!
positivo	jajaja
positivo	Excelente profesora y con mucha disponibilidad
positivo	todo bien
positivo	buen profesor
positivo	buena profe
positivo	Gran docente
positivo	excelente profesor
positivo	explica detalladamente lo que se realizará en el laboratorio para lograr un entendimiento y desarrollo completo
positivo	buen manejo de la materia
positivo	bien
positivo	Excelente profesor
positivo	Clases dinámica.
positivo	Una ecxelente profesora, siempre muy didáctica.
positivo	Buena profesora
positivo	Excelente profesor
positivo	Buen profesor
positivo	bien profe siga así.
positivo	Explica bien
positivo	Buena docente
positivo	buena disposición
positivo	Buen profesor
positivo	buen profesor
positivo	excelente profesional
positivo	Excelente profesor
positivo	Buena profesora, pero deberia hacer sus clases un poco mas dinamicas
positivo	Excelente profesor en su área especifica, tiende a explicar de forma sencilla.
positivo	buen profe
positivo	muy buena la forma de evaluar ya que utiliza metodos muy ingeniosos y nuevos
positivo	Intentar no distraerse con las preguntas que le hacen mis compañeros y que lo desvían del tema principal de la clase
positivo	buen profe
positivo	docente muy aplicada, me siento conforme con su labor ejercido
positivo	El tiempo para aplicar las evaluaciones era poco, en relación con el requerido para el desarrollo de este
positivo	Muy buena docente
positivo	Se desenvolvió bien, a pesar de algunas limitaciones de herramientas que hay
positivo	buen profe
positivo	Bien
positivo	Profesora con muy buen disposición para responder dudas con respecto a los trabajos
positivo	siga asi
positivo	Gran profesional, muy claro en sus clases, ojalá todos fueran así de claros.
positivo	todo bien
positivo	el mejor profe de calculo
positivo	explica muy bien los contenidos
positivo	excelente profesor
positivo	Buena profesora
positivo	Un gran profesor, sabe de lo que habla su metodología de enseñanza es certera.
positivo	profesor responsable y dedicado
positivo	Excelente
positivo	Muy buena profesora, y lo que enseña se entiende con mucha claridad
positivo	excelente
positivo	tiene mucha  vocación
positivo	Excelente taller, ayuda mucho, excelente metodologia de clases
positivo	Muy dedicada a la preparacion de las clases, muy comprometida con los alumnos
positivo	Buena profesora, siempre dispuesta a ayudarnos en todo lo posible para que termináramos este ramo.
positivo	Conoce el contenido y explica de manera clara
positivo	tiene un buen metodo para explicar
positivo	Buen docente
positivo	Buen profe
positivo	Muy buen profesor, explica claramente los objetivos y contenidos, no se me ocurre una sugerencia por el momento
positivo	buen profesor, muy preocupado por los estudiantes
positivo	Muy buena profesora y buena asignatura
positivo	El profesor domina muy bien sus conocimientos, se le entiende la materia y es dinamico en sus clases
positivo	Buena profe
positivo	Creo que la realización de sus clases fueron muy efectiva, al igual que los prácticos.
positivo	Explica bien la materia
positivo	excelente
positivo	muy buen profesor
positivo	excelente docente, apoya a estudiantes, comprende sus situaciones y avanza según sus capacidades
positivo	Excelente profesora
positivo	La profesora es muy amable, responsable y cercana con los alumnos.
positivo	muy buen profesor
positivo	muy buen docente y profesional
positivo	El mejor profe de inglés q he tenido
positivo	Genera dinamica de aprendizaje e interés por la materia
positivo	Continue con su metodologia de evaluacion
positivo	Muy dedicado a su trabajo.
positivo	Dio buenas clases
positivo	buen profesor,
positivo	todo ok
positivo	buena disposición para enseñar
positivo	buen profesor
positivo	exelente profesor,un gran motivador
positivo	Creo que debería tener una retro alimentación de los casos que hacemos en clase
positivo	Excelente profesora
positivo	Es una gran profesora
positivo	Didáctico al enseñar
positivo	genera un buen ambiente para realizar las clases
positivo	Buena enseñanza
positivo	Buen docente
positivo	excelente profesor
positivo	gracias por la ayuda que siempre nos brindo en nuestro anteproyecto
positivo	Me gusta la metodología de las clases, y cumple al pie de la letra con los acuerdo de reuniones
positivo	Buen método de enseñanza
positivo	Excelente profesora
positivo	buen profesor, buena interaccion con los estudiantes y enseña adecuadamente
positivo	Buena profesora
positivo	Profesora que se destaca por su buena voluntad y disposición al momento de responder dudas dentro o fuera del horario de clases. Además muy preocupada por que todos aprendamos.
positivo	excelente profesor
positivo	Se agradece la confianza que emplea con sus alumnos
positivo	Buen profesor, buenas formas de enseñar, nada que decir.
positivo	buen profe palmyers
positivo	Entrega la información de forma muy clara y precisa, además de buena disposición para consultas fuera del horario de clases
positivo	Profesor con buena disposicion para enseñar y con mucha preocupacion
positivo	Buena profesora y responsable con las actividades de la clase
positivo	Excelente profesor, sus clases son muy interesantes, logra captar la atención de los estudiantes.
positivo	es un buen profesor, sabe lo que está enseñando, tiene buena metodología de enseñar
positivo	buen profe
positivo	es chistoso
positivo	es muy simpatico y hace sentir confianza de poder preguntarle lo que sea
positivo	es empatica con los alumnos
positivo	excelentes clases
positivo	Siga así profe.
positivo	Excelente profesor
positivo	muy comprometido
positivo	Gran tutora
positivo	muy buen docente
positivo	buen profesor
positivo	las clases eran bastante entretenidas, por tanto teníamos mas motivación para seguir asistiendo
positivo	hacer las clases mas dinámicas
positivo	buen profesor
positivo	Muy intuitivo.
positivo	Buen profesor, buen ramo
positivo	Muy buena profesor. Aprendi ingles gracias a su buen uso de la tecnologia
positivo	Buen profesor.
positivo	sus clases son muy productivas
positivo	Excelente profesional
positivo	excelente docente, tiene dominio de la materia y la trasmite con amor
positivo	Buen manejo de contenidos, clases claras y didácticas.
positivo	una de las mejores docentes con un criterio claro y explicación simples a contenido complejo.
positivo	Profesor comprometido con su asignatura.
positivo	Docente con buena disposición, organizada para la realización de clases. Se sugiere horarios establecidos para la corrección de certámenes en esta asignatura.
positivo	Se deberia tener mas clases con el profe pablo, su metodologia de trabajo es interesante y es grato aprender con el, las clases no se hacen tediosas.
positivo	Excelente docente. utiliza múltiples recursos para que el contenido sea aprendido en totalidad, no solo refuerza lo académico sino los valores como futuros profesionales, alto dominio de los contenidos, entrega recursos que facilitan el estudio.
positivo	Excelente docente.
positivo	Enseña de manera práctica y eficaz el idioma en su nivel básico
positivo	clases teoricas y practicas motivadoras
positivo	agradable profesor, simpático con los estudiantes
positivo	Buena disposición
positivo	excelente profesor y mejor persona.
positivo	profesora interesada en la asignatura, motivando a los alumnos
positivo	Maneja bien el tema
positivo	Excelente docente
positivo	Buen docente
positivo	buena profesora
positivo	Excelente profesora.
positivo	muy buena profesora
positivo	La profesora Claudia tiene una forma de enseñar muy grata
positivo	docente cercana a sus estudiantes
positivo	Mejorar el tiempo de entrega de evaluaciones
positivo	Buenas clases
positivo	Clara par a enseñar, proporciona confianza, podría ser más didáctica en clases para que no sean muy monótonas
positivo	Muy profesional
positivo	Buen dominio de la materia expuesta en clases, ademas de complementarse con fuentes pertinentes a la asignatura.
positivo	buen profesor y sus formas de enseñar la materia son muy buenas y constructivas
positivo	Una sugerencia, que avise mediante correo o al encargado de clases cuando no podrá asistir
positivo	buen docente
positivo	Excelente docente, con mucho conocimiento y muy humana
positivo	Excelente docente explica los contenidos de una forma práctica que ayuda al aprendizaje eficaz de la materia.
positivo	Muy buen profesor, muy motivado
positivo	excelente profesora
positivo	La profesora es muy puntual, atenta, cercana, responsable, respetuosa y tiene mucho dominio sobre la materia.
positivo	Buena profesora
positivo	Bien
positivo	ejemplo a seguir
positivo	Evalúe lo enseñado únicamente en el laboratorio
positivo	buena profesora y lider
positivo	Muy buen docente
positivo	Excelente profesional, faltan profesores de este standar en la escuela de trabajo social
positivo	BUEN PROFESOR
positivo	Buen profesor, pero en las evaluaciones consideró contenidos no revisados.
positivo	Profesor que esta siempre dispuesto a ayudar a los alumnos.
positivo	Es nuevo asi que no tengo mucho que decir
positivo	Buena metodología para enseñar
positivo	buen profesor
positivo	Muy buen profesor
positivo	buen desarrollo de la asignatura
positivo	Es muy cercano con sus alumnos y muy buen profesor.
positivo	Buena profesora, explica los contenidos de buena forma
positivo	es buena profesora y explica muy bien
positivo	Una clase más didáctica y evaluaciones con un nivel parecido a los ejercicios que entrega y enseña
positivo	buen profesor
positivo	ayuda a entender lo que es en si la ICI
positivo	Optima docente que ayuda a enriquecer la entrega de conocimientos gracias a su experiencia
positivo	se destaca la buena disposición que tiene para atender a las distintas problemáticas  que se presentan dentro de la asignatura, dando con ello soluciones oportunas.
positivo	La profesora crea espacios de confianza y de buena disposición para enseñar
positivo	Excelente docente explica muy bien y se preocupa de que cada uno aprenda
positivo	explica de forma clara y precisa los temas en trabajo
positivo	buena asignatura
positivo	buena profesora
positivo	nada que decir
positivo	Muy buena profesora
positivo	Excelente desempeño
positivo	excelente docente
positivo	Perfect
positivo	Me gustaron sus clases
positivo	Buena docente
positivo	Profesor didáctico , con grandes conocimientos , sabe transmitirlos , y empático con sus alumnos ,  ami no me gusta economía , pero su manera de enseñar hace mas digerible el aprendizaje.
positivo	Buena técnica de aprendizaje
positivo	Maneja a la perfección los contenidos
positivo	Alto conocimiento y dedicado a enseñar
positivo	la profesora cumple con la gran mayoría de los criterios establecidos pero por otro lado podría ser un poco mas alegre y no tan seria para tener un mayor agrado al momento de ir a sus clases.
positivo	Muy buen profesor, nada que decir
positivo	domina muy bien sus conocimientos
positivo	Buena profesora, con buena disposición para aclarar dudas
positivo	Muy buen profesor, tiene mucha paciencia
positivo	a pesar de ser un ramo fome, usted lo hace entretenido se agradece
positivo	un gran profesor, impecable desempeño.
positivo	Excelente profesora con buena disposición
positivo	Muy buena metodología de aprendizaje
positivo	Buena profesora y colaboradora para el aprendizaje para cada alumno.
positivo	es buena tela el weñe!
positivo	Entregar a tiempo las notas para poder revisar con tiempo los certámenes.
positivo	tela la estela
positivo	excelente profesora
positivo	Un excelente profesor, se da el tiempo para responder cada duda que tiene el alumno.
positivo	un profesor jugado por los alumnos
positivo	supo sobrellevar al grupo y beneficiarle
positivo	no tengo sugerencias
positivo	siga así
positivo	Profesor dedicado a la materia que enseña
positivo	exelente profesor
positivo	Buen profe
positivo	La profesora Pamela es muy amistosa, entrega la confianza necesaria para expresar opiniones y sentimientos en las actividades que realizamos, es muy creativa y dinámica.
positivo	Excelente profesor que promueve un clima de aprendizaje agradable y grato.
positivo	siga asi
positivo	Exelente profesora
positivo	Excelente profesora, su método de enseñanza y su orden a la hora de dictar la materia es muy bueno.
positivo	Profesor destacado y comprometido con el aprendizaje de sus alumnos, nada que decir
positivo	comprensiva
positivo	Buen profesor, explica claramente
positivo	Buen profesor, con la paciencia para explicar las veces que sea necesario la materia que pasa
positivo	Buena profesora
positivo	Buen docente, pendiente de las clases y siempre dispuesto a explicar
positivo	me entretuve y aprendí mucho del ramo
positivo	Súper
positivo	es un buen profesor esta todo bien
positivo	Contenidos bien explicados
positivo	Buena profesora apasionada por lo que enseña
positivo	Buen profesor
positivo	exelente profesor
positivo	Excelente docente
positivo	es un excelente academico maneja muy bien la información presentada, ademas esta al dia con las tendencias actuales y requerimientos del mercado.Sus clases son muy didacticas, entretenidas y motivadoras.Siempre apoya e incentiva a sus alumnos a ser mejor.
positivo	Buen docente
positivo	Agradecer su paciencia, cuando no se entendía algún contenido y por su pronta respuesta
positivo	Profesor que crea un ambiente de confianza y libertad entre alumnos.
positivo	Profesor metódico y responsable con la programación de las actividades.
positivo	profesor comprometido con su trabajo
positivo	una buena profesora
positivo	dispuesto a ayudar, atento
positivo	Clases didáctica
positivo	Excelente docente
positivo	Muy buen profesor
positivo	Muy buen profesor, dedicado y responsable, con notas, evaluaciones, etc. Clases didácticas y da la opción de aclarar todas las dudas.
positivo	Realiza un buen trabajo con los estudiantes.
positivo	Excelente
positivo	buen profesor
positivo	muy buen profesor.
positivo	Buen docente, comprometido con que sus estudiantes comprendan la materia
positivo	buen docente
positivo	exelente
positivo	Excelente profesor
positivo	Excelente desempeño
positivo	muy buena profesora
positivo	Excelente metodologia de enseñanza
positivo	buen profesor
positivo	Dedicado, atento.
positivo	Profesor que maneja lo que enseña
positivo	profesor con alto conocimiento en el ramo.
positivo	buena profesora, da instancias para participación en clases
positivo	Buenas clases profesor
positivo	Excelente profesor que proporciona un ambiente adecuado para ?el aprendizaje
positivo	excelente profesora
positivo	BUENA PROFESORA
positivo	Un 70 como docente y como persona, muy responsable y preocupada. Siga así
positivo	muy buen profesor, excelente dominio del tema y de sus conocimientos
positivo	encuentro muy bueno su modo de enseñanza
positivo	muy buen profesor.
positivo	Calidad de docente, sus clases son un agrado de asistir porque se nota que le gusta lo que hace y enseña de la forma más clara hasta que todos los alumnos comprendan.
positivo	una mejora en la explicación de los contenidos, para que el estudiante aproveche al máximo la asignatura
positivo	Excelente profesor
positivo	excelente profesor
positivo	Muy buena disposición a ayudar
positivo	Clase muy didáctica y interesante
positivo	muy buen profesor
positivo	Comprensivo y buen profesor
positivo	Tiene gran conocimiento de lo que enseña
positivo	me gustaban sus clases
positivo	Docente generalmente muy clara en sus explicaciones
positivo	Buen buena la clase
positivo	NADA QUE DECIR, EXCELENTE PROFESIONAL.
positivo	Muy buen profesor siempre apoyando y dando los tips para estudiar
positivo	profesora empatica, buena disposición
positivo	EXCELENTE DOCENTE
positivo	Profesor con pensamiento crítico desarrollado, pero muy disperso.
positivo	La asignatura me pareció muy interesante e importante, ya que nos prepara para estar preparados cuando nos toque interactuar con niños con capacidades diferentes.
positivo	buena clase
positivo	buen sistema de enseñanza
positivo	sólo me hizo laboratorios y me gustaron casi todos excepto curaciones que creo que falto profundizar muchísimo
positivo	Profesor amable con sus alumnos, lo que agradaba asistir a sus clases
positivo	Profesor enérgico y con muy buena disposición
positivo	Muy creativa y amplio abanico de ideas en gastronomia
positivo	Atenta, cariñosa y exigente. Le amo<3
positivo	Es una de las mejores docentes que tuve este semestre. Cumple en todo sentido como profesora
positivo	buena metodología de enseñanza
positivo	Excelente profesor, creaba un ambiente grato y tenia toda la disposición ante cualquier duda
positivo	profesor dinamico en su enseñanza
positivo	buen profe
positivo	Muy buen profesor
positivo	mas al enfoque matemático con practico
positivo	Un ejemplo a seguir, gran docente excelente dominio de su clase, amabilidad, tolerancia, disposición y respeto.
positivo	simpatico
positivo	El mejor
positivo	Siga así
positivo	buen programa
positivo	Muy clara al momento de enseñar.
positivo	interesante el electivo
positivo	excelente ramo integral, buena experiencia
positivo	excelente semestre con profesora jania bastías. trata de incluir a todos los estudiantes de su clase.
positivo	Enseño super bien la materia.
positivo	es buena ondi usted
positivo	no hay sugerencia
positivo	Posee manejo en el tema de asignatura
positivo	la primera metodologia que uso en el curso era la mejor
positivo	Docente con grandes expectativas, y una de las pocas que incentiva a sus alumnos
positivo	excelente profesor
positivo	buen profe
positivo	Buena docente que maneja muy bien sus contenidos
positivo	bien
positivo	Bien.
positivo	Buenas clases
positivo	Buena profesora nos hizo salir y trabajar con gente externa a la universidad, eso se agradece y motiva cada vez más
positivo	muy buen profesor
positivo	es bueno
positivo	muy comprometida con el aprendizaje del estudiante
positivo	Clases muy llamativas y agradables. Excelente manejo del contenido
positivo	excelente docente, gran manejo del tema
positivo	La profesora utiliza una buena metodología de enseñanza, sus clases son muy didácticas.
positivo	fue muy buena la metodologia de este semestre de implementar Test cada 15 dias
positivo	me gusta su forma de explicar, a demás sus certámenes concuerdan muy bien con los ejercicios realizados en clases.
positivo	excelente profesora, dispuesta a enseñarnos todo, muy paciente y muy simpática, debería seguir potenciando este hermoso taller!
positivo	Buena profesora, siempre transmitiendo buena onda
positivo	muy buena profesora , buena disposicion
positivo	Excelente profesora
positivo	+
positivo	Buena onda
positivo	muy buena profesora
positivo	Me gusto la forma de explicación de la materia
positivo	buen profesor
positivo	su método de enseñanza es muy efectivo
positivo	buenas clases, prácticas
positivo	buena profesora, clara en sus explicaciones,puntual con entrega de notas
positivo	Exelent
positivo	Me parecen muy entretenidas sus clases,ya que es un ambiente agradable.
positivo	Me encanta
positivo	me encanto el taller, deberian crear mas secciones por semestre
positivo	excelente profesora.
positivo	Buen profesor
positivo	Profesor muy responsable y hace las clases muy gratas
positivo	LA MEJOR PROFESORA DE LA ESCUELA
positivo	Tiene bien sentido del humor como para ser profesor de física.
positivo	Buen profesor, tiene toda la disposición para enseñar, se nota su grado de academico
positivo	exelente profesor sigua asi
positivo	Muy buena profesora
positivo	Exclenete profesora, hace falta una geografa con aquellas caracteristicas en nuestra universidad y en nuestra carrera, genera empatia, simpatia y un ambiente grato a diferencia de distintos profesores del area geografica.
positivo	buena profesora, se preocupa del aprendizaje de sus alumnos
positivo	En líneas generales, un buen profesor. conocimientos sólidos, explica de la manera más simple. además de entregar un material de buena calidad para preparar las evaluaciones.
positivo	Excelente profesor
positivo	Profesor con experiencia y gran dominio del tema
positivo	El profesor siempre tuvo interés para guiarnos.
positivo	Excelente profesora, dedicada en su labor de enseñar .
positivo	buena profesora
positivo	Motiva a los alumnos en su futuro laboral
positivo	siga vivo
positivo	es un profesor que ama lo que enseña
positivo	buena metodología de enseñanza
positivo	sin comentarios
positivo	Un muy buen profesor
positivo	excelente profesora, comprensiva y con mucha energia y ayuda a sus alumnas
positivo	buena profe
positivo	Muy buena profesora
positivo	Excelente profesor, mucho manejo en el ramo
positivo	Mucha Disponibilidad para ayudar a los alumnos y muy profesional en su area
positivo	Exelente profesora de orientacion
positivo	excelente profesor
positivo	Buen profesor
positivo	Excelente, todo claro <3
positivo	Exelente sus clases.
positivo	entrega buen clima en la realizacion de clase
positivo	Excelente desempeño
positivo	excelente profesor
positivo	pedir un poco de asistencia a sus alumnos ya que creo que esa es la causa de las tan bajas notas en todos los ramos
positivo	Muy buenas sus clases
positivo	buen profesor
positivo	Falta mejorar la empatía con los alumnos
positivo	Excelente profesor, muy humano
positivo	Se da el tiempo de explicar de la mejor forma la materia, tal vez podría ser un poco mas dinámica la asignatura pero esta en bien general.
positivo	tiene una metodología de enseñanza muy buena y clara, simpatiza mucho con los estudiantes
positivo	Buen profesor
positivo	Buena profesora, sus clases son agradables.
positivo	gran profesora dispuesta a ayudar, enseñar mucho mas allá que otros docentes
positivo	más actitud frente a los alumnos.
positivo	Profesor comprometido con su asignatura
positivo	buen profesor
positivo	bueno
positivo	nada que decir
positivo	Profesor buena onda, de preocupa por el aprendizaje
positivo	no me hiso clases me tocaba con pamela chavarría la cual es muy buena profesora
positivo	Se agradece el interés de la profesora por el avance de cada uno de sus estudiantes.
positivo	Es una buena profesora, con muy buena disposición para que el alumno aprenda.
positivo	detallar mas las trabajos a evaluar.
positivo	el profesor maneja perfectamente los contenidos de la asignatura, procura que todos sus estudiantes comprendan las instrucciones y con mucha paciencia nos explica la materia las veces que sea necesario.
positivo	sus clases son dinamicas, entretenidas y facil de comprender
positivo	Profesor dinámico
positivo	Muy buena maestra, se toma el tiempo para explicar de muy buena manera.
positivo	como sugerencia debería establecer y promover horarios para consultas
positivo	un poco estricto pero explica bien la materia
positivo	Buen profesor
positivo	Profesor con muy buen manejo de contenidos.
positivo	Buen profesor con buena disposición en todo aspecto
positivo	:)
positivo	El profesor siempre crea condiciones para generar el interés de todos los alumnos
positivo	Muy bueno
positivo	A veces iba muy rápido cuando explicaba la materia, igualmente muy buen profesor.
positivo	Aunque es una buena profesora, en los últimos días de clases hizo muy rápidamente todas las actividades junto a los trabajos perjudicándonos a algunos con las notas al adelantarse muy rápidamente sin explicar bien el último trabajo.
positivo	buen instructor
positivo	Es un muy buen profesor, sabe mucho de lo que enseña.
positivo	buen profesor
positivo	En general siempre tuvo la disposición para responder dudas
positivo	Es una profesora muy buena y muy atenta de las necesidades de sus alumnos.
positivo	excelente profesor.
positivo	Explica super bien los contenidos, didáctico, carismático...seco el profe
positivo	Muy buen profesor de practica
positivo	Buena organización ddel ramo
positivo	Buen profesor, materia explicada de forma correcta y fácil de entender.
positivo	motiva al estudiante con la asignatura. Gracias!
positivo	mucho dominio en la materia
positivo	Buen profesor
