etiqueta	texto
negativo	el profesor no es consistente en sus respuestas sobre contenidos estudiados, dando distintas respuestas a los estudiantes para una misma pregunta. en las evaluaciones considera una definicion erronea aunque esta este definida en el libro, entre otros.
negativo	realizar clases con mayor motivacion y dinamismo
negativo	no asiste a clases
negativo	enfatizar mas
negativo	Debería entregar mas rapido las notas de los cértamenes, y realizar de mejor manera la corrección de éstos
negativo	ampliar plazo de entregas
negativo	preguntas de test de entrada no tan especificas
negativo	con todo respeto no extravíe el material entregado por alumnos, me refiero a tareas porque  luego olvida la situación y eso perjudica al alumno.
negativo	hacer las clases mas rapidas
negativo	Menos rigidez al momento de evaluar, si bien no deberíamos ser nuevos en el inglés pero algo menos de rigidez es bueno para los nuevos estudiantes.
negativo	Mejorar exposicion de clases
negativo	buen académico, solo falta hacer ejercicios que clarifiquen las ideas.
negativo	Buen profesor, motiva a los estudiantes y genera un ambiente de confianza. Sin embargo la entrega de calificaciones es tardía.
negativo	Es demasiado parcial para las reglas que da en el laboratorio, pareciera ser que facilita las cosas para algunos compañeros, es muy evidente.
negativo	buen profesor pero en los laboratorios pierde mucho tiempo conversando en vez de realizar bien las actividades
negativo	Entusiasmar mas a los estudiantes, pues muchas veces se vuelven aburridas las clases.
negativo	Sabe bastante y por ello explica bien y detallada la materia; sin embargo, sus certámenes son imposibles, la cantidad de alumnos que logran obtener una nota azul en un certamen es muy baja y los que aprueban el ramo es gracias al laboratorio
negativo	El profesor debería entregar notas y evaluaciones a tiempo y a medida que avanza el semestre, al contrario de hacer esto, el profesor entrega solo dos notas a final de semestre, impidiéndonos llevar un seguimiento de estas.
negativo	Tratar de distribuir mejor los contenidos de las clases para no hacerlas tan densas
negativo	haga clases didacticas
negativo	Que aprenda a explicar
negativo	discriminación
negativo	Clases poco didacticas
negativo	demasiada exigencia en el momento de la evaluacion
negativo	No demuestra un interés en lo enseñar ni en lo que hace en general
negativo	muy poco didactico, cerrado
negativo	Clases mas interactivas
negativo	Falta puntualidad con la entrega de calificaciones.
negativo	No hubo concenso en algunos temas con el otro profesor de ramo
negativo	Falta que sus clases sean mas dinámicas
negativo	Falta motivación con horarios, puntualidad y revisión de certámenes en su ramo.
negativo	Falta más responsabilidad como docente
negativo	Lamentablemente no me pudo hacer clases este semestre por lisencia medica
negativo	Que no nos dé tanta materia para un mismo certamen
negativo	Trate de no enredarse tanto al explicar, pero buen profesor y buena disposicion
negativo	Es un poco enredado para enseñar
negativo	Que las clases sean mas dinamicas
negativo	Revisar mas su gmail
negativo	Mejorar los plazos de entregas de notas
negativo	La cercanía o lo que proyecta hacia el alumno, suele hacer que este sienta rechazo tanto hacia la docente como la asignatura
negativo	No le interesa enseñar
negativo	Entregar notas con mayor antelación
negativo	trabajos mas didacticos
negativo	Es un profe regular
negativo	Mal dominio de la materia. No explica bien. Poca empatía con sus alumnos.
negativo	Organizar mejor los tiempos de la asignatura en general
negativo	Elegir una sala mas amplia para las clases
negativo	mas responsabilidad totalmente
negativo	Falga pra tica oara enseñar
negativo	No interrumpir a alumnos, tener mejor trato con ellos.
negativo	Mucha utilización de guías , mucha perdida de clases
negativo	quizas un poco mas de compromiso
negativo	Como sugerencia podría decir que quizás debería trabajar en otra cosa y no como profesora, para ser profesora de calidad en una universidad tan prestigiosa, primero debe asistir a clases, mostrar algo de compromiso y pasión por su trabajo. Una verguenza
negativo	más entendimiento
negativo	Que de mas plazo para la ejecución de los trabajos
negativo	Le falta desarrollar y profundizar las clases
negativo	Falta mas teoria
negativo	su método de evaluación es malisimo, no tiene nada que ver respecto a guías propuestas o ejercicio en clase, el nivel de exigencia y de contenido de las evaluaciones supera con crece lo visto en clase.
negativo	Ayudante que sea decente
negativo	Debe mejorar temperamento. Debería habilitar mas problemas resueltos con la dificultad con que él evalua para prepararse de mejor manera (via Adecca)
negativo	Mejores ppt
negativo	Trabaje su paciencia y tolerancia... no todos somos expertos en todo y podemos errar en ciertas cosas, para lo cual usted debe estar dispuesta a corregir de la mejor forma, no de una manera altanera y despectiva...
negativo	suspende las clases sin aviso previo
negativo	No tomé ramo con ella
negativo	las clases podrian ser mas dinamica
negativo	Clases mas didácticas
negativo	Más volumen en la voz
negativo	Debe modernizar su metodología de enseñar
negativo	siempre preocupada por la asistencia y el rendimiento
negativo	posee dominio del tema y fluidez en las clases
negativo	Tratar de avisar cuando llegara demasiado tarde a la clase
negativo	La profesora da a conocer los contenidos de manera clara, la cual somos capaces de comprender, sin embargo se demora mucho en subir las notas de evaluaciones.
negativo	Estoy molesta por que en la cuesta de presenta la profesora corvalan siendo que en clases estaba el profesor Rodolfo que siempre evaluó nuestros trabajos, mi queja es por que evaluaba el profesorado Rodolfo si la clase lo hacia la profesora corvalan .
negativo	Entregar las notas en el plazo correspondiente
negativo	En proceso de docente
negativo	Podría hacer sus clases más dinámicas, así mantendría en él toda la atención de los estudiantes
negativo	Más ejercicios en clases
negativo	no hacer las clases de tanta lectura de power, sino mas didactica
negativo	deberia contar con mayor tiempo para los estudiantes
negativo	Cumplir con los horarios de clases
negativo	Se sugiere no pasar la materia de forma tan acelerada
negativo	Opino que la clase debería ser más didáctica ya que en algunas ocaciones llega a ser aburrida
negativo	La docente no demuestra dominio en los contenidos de la disciplina que enseña, puesto solo lee las presentaciones.
negativo	No entrega notas en plazos establecidos, no evalúa lo mismo que enseña, sus evaluaciones son ambiguas, pregunta cosas que jamáz pasó en clases.
negativo	Hacer clases mas didácticas y ludicas
negativo	sus clases son buenas pero deberia conciderar , los ejercicios mas dinamicos
negativo	ser mas puntual en la entrega de notas
negativo	por mi parte no le podría llamar profesor.no sabe hacer clases.sus pautas de años anteriores estaban malas.no respeta el plazo de entrega de notas.
negativo	Debería entregar guías de ejercicios
negativo	aprender el contenido y las unidades del ramo
negativo	podria hacer que los estudiantes participen mas en el desarrollo de ejercicios
negativo	Podrían ser un poco más interesantes las clases
negativo	Escasa retroalimentación después fe una evaluación.
negativo	Evaluaciones rebuscadas y desmedidas comparado con el contenido visto en clases.
negativo	sin comentarios
negativo	Mejorar su comunicación
negativo	buen profesor pero le falta mas dinamismo en sus clases (son un poco aburridas y monotomas)
negativo	No es mi caso, pero algunos compañeros dicen que se sienten desdeñados o insultados de forma pasivo-agresiva durante su clase.
negativo	no maneja conocimientos
negativo	Deberia cambiar su forma de evaluar
negativo	Que las clases sean didacticas
negativo	tener otra metodología de enseñanza
negativo	falta de puntualidad en horarios de clases
negativo	Demasiada demora en la entrega de notas, sobretodo las últimas que son las más importantes.
negativo	aplicar mas ejercicios prácticos en su programa
negativo	dificil de tratar
negativo	Realiza rutinas de ejercicios un poco exigentes o inadecuadas para el nivel de los estudiantes.
negativo	Podría revisar a tiempo los certámenes
negativo	Dominador de la materia nada que decir pero yo no le entiendo nada al igual que otros compañeros , como critica constructiva que los ejercicios lo haga paso a paso ya que algunos quedamos con duda cuando se saltaba pasos.
negativo	que no se enoje tan rapido
negativo	le falta ser mas respetuoso
negativo	entregar una mejor retroalimentaciòn de los contenidos entregados en clases.
